title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2014-02-01,2014-07-31
---------
Day,"[1] Number of Jobs Submitted","[2] Number of Jobs Submitted","[5] Number of Jobs Submitted","[16] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[64] Number of Jobs Submitted","[3] Number of Jobs Submitted","[9] Number of Jobs Submitted","[32] Number of Jobs Submitted","[24] Number of Jobs Submitted","[7] Number of Jobs Submitted","[10] Number of Jobs Submitted","[6] Number of Jobs Submitted","[48] Number of Jobs Submitted","[18] Number of Jobs Submitted","[37] Number of Jobs Submitted","[17] Number of Jobs Submitted","[12] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[30] Number of Jobs Submitted","[25] Number of Jobs Submitted","[74] Number of Jobs Submitted","[80] Number of Jobs Submitted","[20] Number of Jobs Submitted","[82] Number of Jobs Submitted","[15] Number of Jobs Submitted","[40] Number of Jobs Submitted","[13] Number of Jobs Submitted","[36] Number of Jobs Submitted","[14] Number of Jobs Submitted","[27] Number of Jobs Submitted","[100] Number of Jobs Submitted","[11] Number of Jobs Submitted","[181] Number of Jobs Submitted","[50] Number of Jobs Submitted","[244] Number of Jobs Submitted","[157] Number of Jobs Submitted","[60] Number of Jobs Submitted","[216] Number of Jobs Submitted","[19] Number of Jobs Submitted","[240] Number of Jobs Submitted","[21] Number of Jobs Submitted","[192] Number of Jobs Submitted","[45] Number of Jobs Submitted","[62] Number of Jobs Submitted","[250] Number of Jobs Submitted","[125] Number of Jobs Submitted","[28] Number of Jobs Submitted","[63] Number of Jobs Submitted","[31] Number of Jobs Submitted","[144] Number of Jobs Submitted","[72] Number of Jobs Submitted","[57] Number of Jobs Submitted","[26] Number of Jobs Submitted","[38] Number of Jobs Submitted","[34] Number of Jobs Submitted","[22] Number of Jobs Submitted","[81] Number of Jobs Submitted","[96] Number of Jobs Submitted","[23] Number of Jobs Submitted","[135] Number of Jobs Submitted","[122] Number of Jobs Submitted","[109] Number of Jobs Submitted","[33] Number of Jobs Submitted","[120] Number of Jobs Submitted","[77] Number of Jobs Submitted","[127] Number of Jobs Submitted","[252] Number of Jobs Submitted","[148] Number of Jobs Submitted","[160] Number of Jobs Submitted","[75] Number of Jobs Submitted","[108] Number of Jobs Submitted","[92] Number of Jobs Submitted","[68] Number of Jobs Submitted","[180] Number of Jobs Submitted","[183] Number of Jobs Submitted","[43] Number of Jobs Submitted","[200] Number of Jobs Submitted","[29] Number of Jobs Submitted","[35] Number of Jobs Submitted","[61] Number of Jobs Submitted","[46] Number of Jobs Submitted","[90] Number of Jobs Submitted","[65] Number of Jobs Submitted","[56] Number of Jobs Submitted","[84] Number of Jobs Submitted","[150] Number of Jobs Submitted","[54] Number of Jobs Submitted","[42] Number of Jobs Submitted","[44] Number of Jobs Submitted","[110] Number of Jobs Submitted","[119] Number of Jobs Submitted","[121] Number of Jobs Submitted","[140] Number of Jobs Submitted","[196] Number of Jobs Submitted","[220] Number of Jobs Submitted","[70] Number of Jobs Submitted","[85] Number of Jobs Submitted","[98] Number of Jobs Submitted","[52] Number of Jobs Submitted","[41] Number of Jobs Submitted","[224] Number of Jobs Submitted","[225] Number of Jobs Submitted","[111] Number of Jobs Submitted","[162] Number of Jobs Submitted","[219] Number of Jobs Submitted","[49] Number of Jobs Submitted","[102] Number of Jobs Submitted","[129] Number of Jobs Submitted","[168] Number of Jobs Submitted","[182] Number of Jobs Submitted","[55] Number of Jobs Submitted","[185] Number of Jobs Submitted","[66] Number of Jobs Submitted","[138] Number of Jobs Submitted","[47] Number of Jobs Submitted","[132] Number of Jobs Submitted","[95] Number of Jobs Submitted","[130] Number of Jobs Submitted","[169] Number of Jobs Submitted","[217] Number of Jobs Submitted","[165] Number of Jobs Submitted","[1024] Number of Jobs Submitted","[39] Number of Jobs Submitted","[78] Number of Jobs Submitted","[124] Number of Jobs Submitted","[172] Number of Jobs Submitted","[226] Number of Jobs Submitted","[241] Number of Jobs Submitted","[76] Number of Jobs Submitted","[101] Number of Jobs Submitted","[107] Number of Jobs Submitted","[112] Number of Jobs Submitted","[190] Number of Jobs Submitted","[237] Number of Jobs Submitted","[242] Number of Jobs Submitted","[86] Number of Jobs Submitted","[147] Number of Jobs Submitted","[187] Number of Jobs Submitted","[210] Number of Jobs Submitted","[51] Number of Jobs Submitted","[73] Number of Jobs Submitted","[104] Number of Jobs Submitted","[123] Number of Jobs Submitted","[126] Number of Jobs Submitted","[136] Number of Jobs Submitted","[146] Number of Jobs Submitted","[170] Number of Jobs Submitted","[218] Number of Jobs Submitted","[640] Number of Jobs Submitted","[161] Number of Jobs Submitted","[176] Number of Jobs Submitted","[248] Number of Jobs Submitted","[255] Number of Jobs Submitted","[83] Number of Jobs Submitted","[105] Number of Jobs Submitted","[113] Number of Jobs Submitted","[115] Number of Jobs Submitted","[133] Number of Jobs Submitted","[154] Number of Jobs Submitted","[155] Number of Jobs Submitted","[156] Number of Jobs Submitted","[164] Number of Jobs Submitted","[166] Number of Jobs Submitted","[201] Number of Jobs Submitted","[208] Number of Jobs Submitted","[211] Number of Jobs Submitted","[245] Number of Jobs Submitted","[512] Number of Jobs Submitted","[53] Number of Jobs Submitted","[59] Number of Jobs Submitted","[67] Number of Jobs Submitted","[88] Number of Jobs Submitted","[114] Number of Jobs Submitted","[143] Number of Jobs Submitted","[151] Number of Jobs Submitted","[188] Number of Jobs Submitted","[194] Number of Jobs Submitted","[222] Number of Jobs Submitted","[232] Number of Jobs Submitted","[243] Number of Jobs Submitted","[249] Number of Jobs Submitted","[251] Number of Jobs Submitted","[500] Number of Jobs Submitted","[99] Number of Jobs Submitted","[212] Number of Jobs Submitted"
2014-04-19,522,215,494,336,90,27,27,104,1,38,3,9,131,53,1,0,0,84,5,3,21,0,6,0,2,0,0,4,0,2,4,0,0,0,1,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-20,776,284,1415,1028,90,72,22,55,6,44,46,2,188,58,7,0,0,166,8,13,16,6,9,0,0,4,0,8,0,2,124,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-21,440,370,100,419,295,79,26,20,3,28,6,7,64,40,0,1,0,59,7,6,10,7,6,0,2,3,0,1,0,3,144,2,0,0,0,1,4,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-22,525,173,107,138,121,32,16,20,5,13,3,2,3,28,0,0,0,0,3,6,12,2,11,0,1,4,0,2,1,2,82,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-23,546,88,81,92,86,31,22,19,1,6,2,2,9,18,0,0,0,3,4,15,8,2,3,0,1,1,0,1,0,2,2,0,0,0,2,1,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-24,776,159,81,115,108,21,31,17,41,13,4,3,1,18,0,1,0,0,0,9,6,2,2,0,0,2,0,0,3,4,48,1,0,1,6,4,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-25,736,103,137,133,114,31,23,90,59,26,7,7,18,17,1,1,35,1,8,20,9,11,6,0,0,3,0,2,9,4,87,4,1,3,1,0,1,4,5,1,0,1,5,1,0,0,0,3,1,26,0,35,0,0,0,2,0,1,4,0,2,35,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-26,567,58,204,131,61,14,21,76,63,6,1,0,5,16,0,0,0,0,11,14,126,1,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-27,1218,116,470,164,72,86,22,120,66,12,4,0,17,27,0,0,0,0,7,15,34,0,9,0,1,1,0,0,0,2,1,0,0,3,1,3,2,0,1,5,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-28,577,125,2,14,49,19,2,20,72,4,1,0,1,3,0,0,0,0,1,11,12,2,1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-29,827,52,0,2,47,16,1,7,238,1,0,0,0,2,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,294,61,2,19,81,19,10,27,753,10,2,18,10,7,0,0,0,0,5,16,5,1,2,0,0,4,0,2,1,1,2,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,395,156,1,49,85,32,9,116,354,7,0,0,8,20,0,0,0,24,6,8,4,5,3,0,0,2,0,1,0,2,2,4,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,404,219,365,19,85,103,6,45,425,6,0,9,17,7,0,0,0,47,7,27,6,2,3,0,0,3,0,1,0,1,0,0,1,0,4,2,5,2,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-03,916,190,13,175,146,532,8,379,43,33,2,16,27,37,1,0,0,111,14,2,1,11,6,0,0,16,0,3,2,5,0,1,0,0,3,16,4,2,0,3,0,1,6,7,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-04,2021,414,1021,239,175,843,37,294,106,32,2,29,37,32,0,0,0,91,66,3,1,31,5,0,0,8,0,2,1,4,1,0,1,1,1,3,2,0,5,1,0,8,0,1,0,0,0,7,2,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-05,1641,379,204,316,302,398,53,343,89,28,1,33,28,51,0,0,36,91,23,2,5,9,9,0,0,5,0,4,5,5,0,1,0,2,0,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,1691,856,307,132,258,289,46,611,117,27,174,143,16,67,0,0,2,96,44,4,12,14,5,0,1,1,0,3,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,2015,781,44,143,423,141,37,828,63,27,210,135,63,37,0,0,558,73,18,5,8,3,9,0,1,3,0,1,7,7,1,1,0,0,41,0,0,0,0,3,0,1,0,4,1,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,1248,266,403,109,273,189,5,115,34,11,372,104,77,28,0,0,1682,50,20,9,5,9,8,0,2,4,0,4,9,4,2,1,0,1,0,0,1,2,1,3,0,1,0,6,10,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,617,140,5,52,87,48,5,56,3,6,3,81,78,11,1,0,97,22,10,8,10,5,2,0,1,1,0,0,1,18,0,2,0,0,19,1,0,2,0,1,0,0,0,3,12,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10,648,315,401,98,153,54,47,154,99,7,209,164,124,37,0,0,269,84,18,5,11,2,8,0,2,6,0,1,8,9,0,0,0,0,1,0,1,5,0,1,0,2,0,0,8,0,0,0,1,0,0,0,2,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-11,1238,223,668,129,237,52,514,129,125,7,42,90,279,25,1,0,0,204,14,2,12,0,19,0,19,10,16,0,17,41,0,0,0,3,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,1856,619,616,109,255,124,597,62,165,16,1902,164,171,42,1,0,0,107,1,6,13,1,16,0,40,22,40,22,41,7,0,9,0,4,0,1,2,4,13,10,0,2,0,7,0,0,0,1,9,0,12,0,0,1,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,237,152,80,21,40,34,5,59,2,0,1450,42,32,1,0,0,0,24,0,1,2,13,1,0,18,3,17,54,18,1,0,0,0,2,0,0,2,1,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-14,1107,287,7,59,184,98,228,90,87,26,254,7,95,118,2,0,0,40,13,11,16,8,2,0,3,1,0,41,6,1,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-15,1003,260,128,66,294,125,195,75,135,26,468,6,24,54,0,0,0,0,19,5,14,6,4,0,4,4,2,36,5,0,0,5,0,0,0,0,3,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16,1312,335,456,108,397,201,341,191,100,10,337,7,85,43,1,0,1,5,26,11,5,13,6,0,12,6,3,26,5,12,0,2,0,2,0,0,2,4,0,4,0,0,0,0,0,2,0,5,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
