title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2013-02-01,2013-07-31
---------
Day,"[1] Number of Jobs Submitted","[4] Number of Jobs Submitted","[2] Number of Jobs Submitted","[8] Number of Jobs Submitted","[16] Number of Jobs Submitted","[3] Number of Jobs Submitted","[64] Number of Jobs Submitted","[6] Number of Jobs Submitted","[9] Number of Jobs Submitted","[5] Number of Jobs Submitted","[32] Number of Jobs Submitted","[10] Number of Jobs Submitted","[20] Number of Jobs Submitted","[12] Number of Jobs Submitted","[31] Number of Jobs Submitted","[7] Number of Jobs Submitted","[256] Number of Jobs Submitted","[128] Number of Jobs Submitted","[36] Number of Jobs Submitted","[40] Number of Jobs Submitted","[30] Number of Jobs Submitted","[181] Number of Jobs Submitted","[15] Number of Jobs Submitted","[48] Number of Jobs Submitted","[24] Number of Jobs Submitted","[66] Number of Jobs Submitted","[25] Number of Jobs Submitted","[13] Number of Jobs Submitted","[100] Number of Jobs Submitted","[50] Number of Jobs Submitted","[60] Number of Jobs Submitted","[11] Number of Jobs Submitted","[14] Number of Jobs Submitted","[136] Number of Jobs Submitted","[18] Number of Jobs Submitted","[45] Number of Jobs Submitted","[192] Number of Jobs Submitted","[96] Number of Jobs Submitted","[200] Number of Jobs Submitted","[17] Number of Jobs Submitted","[63] Number of Jobs Submitted","[150] Number of Jobs Submitted","[80] Number of Jobs Submitted","[144] Number of Jobs Submitted","[250] Number of Jobs Submitted","[160] Number of Jobs Submitted","[22] Number of Jobs Submitted","[39] Number of Jobs Submitted","[120] Number of Jobs Submitted","[26] Number of Jobs Submitted","[132] Number of Jobs Submitted","[27] Number of Jobs Submitted","[61] Number of Jobs Submitted","[125] Number of Jobs Submitted","[21] Number of Jobs Submitted","[240] Number of Jobs Submitted","[54] Number of Jobs Submitted","[90] Number of Jobs Submitted","[101] Number of Jobs Submitted","[51] Number of Jobs Submitted","[162] Number of Jobs Submitted","[224] Number of Jobs Submitted","[28] Number of Jobs Submitted","[72] Number of Jobs Submitted","[135] Number of Jobs Submitted","[52] Number of Jobs Submitted","[75] Number of Jobs Submitted","[106] Number of Jobs Submitted","[35] Number of Jobs Submitted","[183] Number of Jobs Submitted","[104] Number of Jobs Submitted","[216] Number of Jobs Submitted","[105] Number of Jobs Submitted","[44] Number of Jobs Submitted","[49] Number of Jobs Submitted","[204] Number of Jobs Submitted","[169] Number of Jobs Submitted","[19] Number of Jobs Submitted","[34] Number of Jobs Submitted","[251] Number of Jobs Submitted","[41] Number of Jobs Submitted","[76] Number of Jobs Submitted","[153] Number of Jobs Submitted","[77] Number of Jobs Submitted","[130] Number of Jobs Submitted","[180] Number of Jobs Submitted","[23] Number of Jobs Submitted","[70] Number of Jobs Submitted","[156] Number of Jobs Submitted","[42] Number of Jobs Submitted","[252] Number of Jobs Submitted","[81] Number of Jobs Submitted","[151] Number of Jobs Submitted","[170] Number of Jobs Submitted","[171] Number of Jobs Submitted","[38] Number of Jobs Submitted","[108] Number of Jobs Submitted","[112] Number of Jobs Submitted","[208] Number of Jobs Submitted","[73] Number of Jobs Submitted","[29] Number of Jobs Submitted","[65] Number of Jobs Submitted","[123] Number of Jobs Submitted","[202] Number of Jobs Submitted","[139] Number of Jobs Submitted","[69] Number of Jobs Submitted","[225] Number of Jobs Submitted","[88] Number of Jobs Submitted","[94] Number of Jobs Submitted","[113] Number of Jobs Submitted","[127] Number of Jobs Submitted","[210] Number of Jobs Submitted","[220] Number of Jobs Submitted","[47] Number of Jobs Submitted","[196] Number of Jobs Submitted","[33] Number of Jobs Submitted","[58] Number of Jobs Submitted","[84] Number of Jobs Submitted","[102] Number of Jobs Submitted","[114] Number of Jobs Submitted","[121] Number of Jobs Submitted","[255] Number of Jobs Submitted","[37] Number of Jobs Submitted","[56] Number of Jobs Submitted","[78] Number of Jobs Submitted","[99] Number of Jobs Submitted","[140] Number of Jobs Submitted","[155] Number of Jobs Submitted","[161] Number of Jobs Submitted","[245] Number of Jobs Submitted","[55] Number of Jobs Submitted","[201] Number of Jobs Submitted","[165] Number of Jobs Submitted","[168] Number of Jobs Submitted","[67] Number of Jobs Submitted","[85] Number of Jobs Submitted","[93] Number of Jobs Submitted","[110] Number of Jobs Submitted","[116] Number of Jobs Submitted","[117] Number of Jobs Submitted","[142] Number of Jobs Submitted","[53] Number of Jobs Submitted","[68] Number of Jobs Submitted","[124] Number of Jobs Submitted","[203] Number of Jobs Submitted","[205] Number of Jobs Submitted","[213] Number of Jobs Submitted","[253] Number of Jobs Submitted","[43] Number of Jobs Submitted","[46] Number of Jobs Submitted","[57] Number of Jobs Submitted","[111] Number of Jobs Submitted","[133] Number of Jobs Submitted","[149] Number of Jobs Submitted","[185] Number of Jobs Submitted","[190] Number of Jobs Submitted","[197] Number of Jobs Submitted","[236] Number of Jobs Submitted","[241] Number of Jobs Submitted","[243] Number of Jobs Submitted","[71] Number of Jobs Submitted","[95] Number of Jobs Submitted","[118] Number of Jobs Submitted","[129] Number of Jobs Submitted","[138] Number of Jobs Submitted","[164] Number of Jobs Submitted","[187] Number of Jobs Submitted","[195] Number of Jobs Submitted","[234] Number of Jobs Submitted","[689] Number of Jobs Submitted","[720] Number of Jobs Submitted","[861] Number of Jobs Submitted","[1024] Number of Jobs Submitted","[91] Number of Jobs Submitted","[188] Number of Jobs Submitted"
2013-04-27,335,723,211,702,4046,21,7,6,170,0,31,9,16,14,0,0,0,0,1,5,15,13,3,0,0,5,1,2,3,2,0,0,0,0,5,6,0,11,0,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-28,372,1250,255,1435,970,83,6,4,654,6,27,1,7,15,0,0,2,6,4,16,2,3,0,14,5,0,1,0,3,0,0,0,2,0,2,13,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-29,204,930,85,716,704,14,82,61,393,3,39,3,20,0,0,0,3,3,0,0,3,3,0,0,10,12,0,0,1,0,0,1,0,5,4,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,159,150,35,73,128,3,29,25,82,3,1,0,7,0,0,1,0,0,1,2,0,1,0,16,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,458,115,614,45,17,9,29,20,0,0,19,6,1,4,0,1,0,3,1,0,0,1,0,2,0,15,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-02,8295,174,207,112,28,11,99,51,3,4,28,15,2,6,0,0,0,6,0,3,3,0,1,2,3,6,0,0,11,1,0,0,2,0,2,0,0,3,4,0,0,0,9,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-03,6578,158,141,98,55,43,110,48,17,3,8,12,3,3,1,2,0,9,0,2,0,1,1,3,2,10,0,0,0,1,0,0,8,0,4,0,0,1,6,0,0,1,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-04,278,383,105,256,154,16,66,14,67,6,15,0,1039,2,0,0,5,9,0,6,0,4,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-05,665,462,215,732,208,22,55,13,82,6,22,8,832,1,0,1,2,5,0,18,1,5,0,1,3,0,0,0,0,1,0,0,5,0,0,3,0,1,2,0,2,0,1,0,9,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,723,478,407,1781,281,8,490,212,115,0,114,1,2,2,0,0,0,4,0,13,1,13,0,0,0,18,2,0,5,0,0,0,11,0,3,2,2,0,12,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,260,100,20,189,52,2,247,128,25,0,8,3,7,1,3,0,0,2,0,0,2,11,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,1338,572,799,520,176,29,430,209,79,3,48,11,9,11,2,1,0,3,0,5,0,24,4,0,1,9,2,0,2,7,2,0,7,0,3,2,0,1,7,0,0,0,8,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-09,2292,249,158,501,170,39,283,147,71,12,45,6,2,10,0,7,7,20,0,4,2,6,2,0,0,4,4,1,4,7,5,0,7,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-10,258,92,38,139,55,128,130,53,31,2,43,2,3,6,0,0,1,3,0,1,1,3,3,9,0,0,6,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-11,642,503,53,856,358,826,650,296,215,6,54,2,10,5,0,0,8,4,0,14,35,20,3,12,2,0,2,0,3,5,1,0,1,0,0,5,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-12,764,483,42,821,390,838,481,222,212,2,82,8,8,1,0,0,5,7,0,4,1,20,2,4,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-13,667,592,91,848,432,778,726,205,176,2,37,4,5,0,0,0,17,11,0,2,64,12,1,3,6,3,29,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-14,140,184,4,175,126,211,66,34,42,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-15,928,546,620,648,395,565,386,147,146,4,80,5,17,3,0,0,20,4,1,3,7,0,8,36,3,1,12,0,1,0,28,0,5,0,3,3,0,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-16,1167,440,496,815,302,390,708,271,170,7,105,4,23,5,0,1,15,4,2,0,16,1,11,33,4,13,8,0,3,11,5,4,3,0,2,4,0,0,0,0,0,0,6,2,0,1,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-17,908,720,351,306,84,22,680,301,162,1,21,29,31,10,3,5,4,1,0,1,7,2,4,83,2,8,0,0,1,42,0,0,4,0,3,4,0,0,0,1,2,0,9,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-18,715,82,178,170,77,28,260,123,4,2,17,1,13,3,0,2,2,2,0,0,4,0,0,0,1,5,1,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-19,4099,85,196,234,36,55,255,109,8,9,4,2,23,4,0,2,0,0,2,0,6,0,4,1,2,0,0,12,3,0,2,0,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-20,2947,106,1327,403,45,65,732,333,90,10,29,19,32,5,0,3,15,1,0,1,32,0,5,0,2,0,0,2,2,0,1,2,11,0,13,2,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,1068,97,186,469,69,96,670,286,122,4,17,16,32,6,9,6,22,7,6,5,14,0,2,2,2,1,1,1,2,0,1,0,12,0,7,4,2,1,0,0,0,0,4,0,5,0,0,0,1,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-22,3197,89,298,283,67,63,660,299,67,9,17,17,14,11,5,45,20,6,2,5,4,2,1,9,3,1,1,2,16,1,26,0,16,0,8,1,2,3,16,0,0,1,0,5,1,0,0,0,1,1,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2013-05-23,7144,68,360,239,72,87,358,134,71,7,7,7,14,14,104,16,12,3,0,4,25,0,2,2,3,3,17,1,3,1,15,0,11,0,8,9,0,0,7,3,0,2,1,0,0,0,1,0,5,5,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-24,3763,225,496,289,95,188,511,259,104,89,4,16,3,2,58,28,12,1,0,4,23,1,1,5,2,4,24,1,3,0,10,5,3,0,9,1,0,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-25,412,382,262,58,44,138,64,31,5,12,12,6,51,1,35,50,0,1,0,4,9,0,0,0,3,0,0,0,2,0,6,0,4,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-26,761,572,347,30,38,95,90,25,50,29,17,4,97,1,0,4,7,1,0,5,3,0,2,0,1,0,0,1,6,0,2,0,1,0,5,7,0,0,0,5,0,0,0,0,0,0,0,0,2,11,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-27,401,1178,198,773,387,728,22,95,371,8,1,4,0,6,0,1,9,0,0,1,2,0,0,0,5,4,0,0,0,0,2,0,4,0,7,3,0,0,0,4,0,0,0,0,0,0,14,0,5,2,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
