title
"Number of Jobs Submitted: by Node Count"
parameters
"Resource =  TACC-STAMPEDE","Queue =  normal"
start,end
2014-08-01,2015-01-31
---------
Day,"[1] Number of Jobs Submitted","[5] Number of Jobs Submitted","[2] Number of Jobs Submitted","[4] Number of Jobs Submitted","[8] Number of Jobs Submitted","[16] Number of Jobs Submitted","[3] Number of Jobs Submitted","[74] Number of Jobs Submitted","[24] Number of Jobs Submitted","[32] Number of Jobs Submitted","[64] Number of Jobs Submitted","[6] Number of Jobs Submitted","[9] Number of Jobs Submitted","[10] Number of Jobs Submitted","[30] Number of Jobs Submitted","[12] Number of Jobs Submitted","[256] Number of Jobs Submitted","[7] Number of Jobs Submitted","[60] Number of Jobs Submitted","[128] Number of Jobs Submitted","[20] Number of Jobs Submitted","[13] Number of Jobs Submitted","[14] Number of Jobs Submitted","[25] Number of Jobs Submitted","[18] Number of Jobs Submitted","[15] Number of Jobs Submitted","[17] Number of Jobs Submitted","[80] Number of Jobs Submitted","[11] Number of Jobs Submitted","[48] Number of Jobs Submitted","[40] Number of Jobs Submitted","[23] Number of Jobs Submitted","[240] Number of Jobs Submitted","[36] Number of Jobs Submitted","[100] Number of Jobs Submitted","[21] Number of Jobs Submitted","[120] Number of Jobs Submitted","[50] Number of Jobs Submitted","[82] Number of Jobs Submitted","[250] Number of Jobs Submitted","[19] Number of Jobs Submitted","[63] Number of Jobs Submitted","[96] Number of Jobs Submitted","[57] Number of Jobs Submitted","[77] Number of Jobs Submitted","[216] Number of Jobs Submitted","[33] Number of Jobs Submitted","[121] Number of Jobs Submitted","[157] Number of Jobs Submitted","[22] Number of Jobs Submitted","[168] Number of Jobs Submitted","[38] Number of Jobs Submitted","[90] Number of Jobs Submitted","[34] Number of Jobs Submitted","[225] Number of Jobs Submitted","[93] Number of Jobs Submitted","[70] Number of Jobs Submitted","[68] Number of Jobs Submitted","[27] Number of Jobs Submitted","[160] Number of Jobs Submitted","[65] Number of Jobs Submitted","[98] Number of Jobs Submitted","[75] Number of Jobs Submitted","[150] Number of Jobs Submitted","[28] Number of Jobs Submitted","[62] Number of Jobs Submitted","[61] Number of Jobs Submitted","[53] Number of Jobs Submitted","[45] Number of Jobs Submitted","[52] Number of Jobs Submitted","[102] Number of Jobs Submitted","[29] Number of Jobs Submitted","[127] Number of Jobs Submitted","[31] Number of Jobs Submitted","[192] Number of Jobs Submitted","[43] Number of Jobs Submitted","[72] Number of Jobs Submitted","[108] Number of Jobs Submitted","[54] Number of Jobs Submitted","[140] Number of Jobs Submitted","[26] Number of Jobs Submitted","[41] Number of Jobs Submitted","[125] Number of Jobs Submitted","[42] Number of Jobs Submitted","[55] Number of Jobs Submitted","[76] Number of Jobs Submitted","[147] Number of Jobs Submitted","[129] Number of Jobs Submitted","[126] Number of Jobs Submitted","[234] Number of Jobs Submitted","[252] Number of Jobs Submitted","[35] Number of Jobs Submitted","[46] Number of Jobs Submitted","[144] Number of Jobs Submitted","[151] Number of Jobs Submitted","[118] Number of Jobs Submitted","[113] Number of Jobs Submitted","[49] Number of Jobs Submitted","[56] Number of Jobs Submitted","[37] Number of Jobs Submitted","[44] Number of Jobs Submitted","[135] Number of Jobs Submitted","[179] Number of Jobs Submitted","[39] Number of Jobs Submitted","[47] Number of Jobs Submitted","[116] Number of Jobs Submitted","[224] Number of Jobs Submitted","[79] Number of Jobs Submitted","[200] Number of Jobs Submitted","[81] Number of Jobs Submitted","[94] Number of Jobs Submitted","[85] Number of Jobs Submitted","[71] Number of Jobs Submitted","[188] Number of Jobs Submitted","[78] Number of Jobs Submitted","[153] Number of Jobs Submitted","[51] Number of Jobs Submitted","[112] Number of Jobs Submitted","[138] Number of Jobs Submitted","[101] Number of Jobs Submitted","[133] Number of Jobs Submitted","[176] Number of Jobs Submitted","[512] Number of Jobs Submitted","[255] Number of Jobs Submitted","[84] Number of Jobs Submitted","[114] Number of Jobs Submitted","[154] Number of Jobs Submitted","[59] Number of Jobs Submitted","[123] Number of Jobs Submitted","[132] Number of Jobs Submitted","[172] Number of Jobs Submitted","[203] Number of Jobs Submitted","[207] Number of Jobs Submitted","[208] Number of Jobs Submitted","[86] Number of Jobs Submitted","[92] Number of Jobs Submitted","[95] Number of Jobs Submitted","[117] Number of Jobs Submitted","[119] Number of Jobs Submitted","[122] Number of Jobs Submitted","[124] Number of Jobs Submitted","[210] Number of Jobs Submitted","[89] Number of Jobs Submitted","[105] Number of Jobs Submitted","[107] Number of Jobs Submitted","[137] Number of Jobs Submitted","[152] Number of Jobs Submitted","[155] Number of Jobs Submitted","[162] Number of Jobs Submitted","[180] Number of Jobs Submitted","[187] Number of Jobs Submitted","[197] Number of Jobs Submitted","[204] Number of Jobs Submitted","[205] Number of Jobs Submitted","[220] Number of Jobs Submitted","[235] Number of Jobs Submitted","[66] Number of Jobs Submitted","[69] Number of Jobs Submitted","[109] Number of Jobs Submitted","[183] Number of Jobs Submitted","[211] Number of Jobs Submitted","[251] Number of Jobs Submitted","[83] Number of Jobs Submitted","[88] Number of Jobs Submitted","[99] Number of Jobs Submitted","[103] Number of Jobs Submitted","[143] Number of Jobs Submitted","[169] Number of Jobs Submitted","[171] Number of Jobs Submitted","[175] Number of Jobs Submitted","[184] Number of Jobs Submitted","[189] Number of Jobs Submitted","[236] Number of Jobs Submitted","[244] Number of Jobs Submitted","[248] Number of Jobs Submitted","[358] Number of Jobs Submitted","[58] Number of Jobs Submitted","[104] Number of Jobs Submitted"
2014-10-23,412,15,153,133,194,34,30,0,1,37,6,14,0,10,4,4,4,3,0,24,1,4,0,3,1,0,0,0,0,0,3,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-24,596,271,854,462,465,169,412,0,17,728,26,172,125,117,19,78,4,162,0,55,42,60,57,26,43,36,36,0,59,0,4,23,0,1,0,30,2,0,0,0,30,0,0,0,2,1,0,0,0,34,1,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,15,1,18,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-25,952,574,447,144,227,106,106,0,2,226,48,24,69,42,5,36,12,18,1,26,9,9,19,0,6,5,5,0,9,5,2,18,0,0,0,3,4,0,0,0,13,0,0,0,1,2,1,0,0,7,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-26,995,25,463,220,247,295,25,0,17,36,19,18,87,18,3,40,3,0,0,1,12,3,6,0,2,0,0,0,0,0,0,11,17,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-27,1046,43,287,229,261,478,81,0,11,49,30,9,52,24,18,27,13,13,0,19,4,7,2,3,48,0,0,0,1,0,8,4,10,0,11,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-28,170,5,52,42,45,27,7,6,7,3,0,28,6,4,7,24,1,3,1,15,1,2,13,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-29,559,22,226,115,159,93,44,0,11,16,19,18,41,6,0,7,25,10,1,7,5,4,3,1,5,0,0,1,21,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-30,468,9,202,125,845,74,93,0,4,17,9,10,50,15,1,6,9,2,0,7,1,2,1,1,0,0,0,0,37,1,4,0,1,0,4,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,1084,58,320,274,684,104,90,0,20,34,22,6,119,27,12,23,10,7,3,14,2,6,2,2,0,1,4,4,53,0,0,4,0,3,1,1,1,2,0,0,3,0,0,0,2,5,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,1136,57,295,124,140,183,81,0,7,29,29,16,112,16,5,31,19,21,1,14,4,5,3,0,2,2,0,1,4,2,6,1,0,1,1,3,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,1097,156,292,174,87,256,57,0,7,24,15,25,40,14,8,7,20,8,0,18,5,4,7,1,1,0,0,3,0,0,1,3,10,4,1,2,1,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-03,1939,22,368,145,165,100,31,0,12,20,24,10,21,24,27,2,34,5,1,3,3,3,12,0,5,1,8,3,42,0,4,0,4,4,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-04,466,16,178,106,121,53,45,0,8,17,14,21,12,2,4,6,14,1,2,5,10,1,0,1,1,0,0,1,0,0,2,0,9,1,2,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-05,1313,53,282,205,141,389,38,0,7,18,13,7,20,0,2,7,22,0,0,2,4,0,2,0,0,0,0,2,0,0,4,2,1,4,2,0,3,0,0,0,0,0,0,1,1,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-06,691,44,152,81,122,65,9,0,1,16,11,6,21,1,2,4,55,4,0,7,10,1,1,0,0,2,0,0,1,2,3,1,0,2,6,0,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-07,592,57,235,259,159,176,58,0,11,30,10,12,2,2,1,16,20,1,3,10,1,5,2,3,4,2,0,2,1,3,4,2,3,2,5,0,1,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-08,1346,170,340,95,343,547,41,0,16,25,7,8,16,3,5,41,0,17,2,1,17,5,15,0,5,4,0,4,5,0,1,6,0,0,0,5,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,4,0,0,2,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-09,1477,30,178,155,98,392,32,0,2,99,7,14,145,1,0,22,16,80,3,1,0,12,7,0,14,13,0,3,6,0,0,12,0,0,4,0,7,4,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-10,839,4,160,155,147,64,40,0,5,23,31,10,41,2,3,17,21,0,3,10,5,3,0,0,0,1,4,2,2,1,3,1,8,7,6,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-11,502,10,109,81,88,60,13,0,1,8,20,5,0,0,0,2,4,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-12,801,6,102,88,69,12,7,0,0,2,2,5,0,0,0,1,5,0,0,9,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-13,704,2,139,64,36,17,6,0,0,1,1,2,3,1,0,2,7,0,0,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,431,0,97,38,91,60,59,0,0,4,4,4,31,1,0,0,6,0,1,5,1,2,0,2,1,4,0,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,191,0,57,19,19,10,23,0,0,3,1,1,31,0,0,4,3,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,2324,1,210,75,90,197,64,0,0,29,26,23,111,9,0,6,10,5,1,11,18,11,73,0,3,1,0,0,0,3,5,5,0,4,3,0,4,1,0,0,0,3,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-17,882,2,241,150,72,83,64,0,8,37,48,43,91,4,5,20,17,5,2,10,2,1,7,1,3,2,0,2,1,2,2,9,0,5,5,0,0,2,0,0,0,8,0,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-18,995,1,184,112,211,46,86,0,7,56,27,16,3,3,3,13,28,3,2,12,1,2,1,1,5,37,0,1,0,1,2,1,0,6,2,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-19,540,2,223,188,89,69,109,0,5,13,24,25,39,3,2,11,16,5,1,9,3,11,17,3,7,3,2,1,8,1,2,1,0,0,1,2,0,2,0,0,0,4,0,1,0,0,4,0,1,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-20,674,7,253,101,96,59,76,0,2,10,17,26,25,12,1,16,14,3,2,8,4,14,47,0,5,5,0,1,2,0,3,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-21,800,11,434,159,85,120,39,0,7,37,43,20,34,6,1,38,3,12,4,16,0,18,5,0,6,22,5,0,7,2,10,5,0,1,0,0,0,1,0,1,2,12,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
