,[CCT LSU SUPERMIC] Number of Jobs Started,[GATECH KEENELAND] Number of Jobs Started,[GATECH KIDS] Number of Jobs Started,[IU BIGRED*] Number of Jobs Started,[LONI QUEENBEE] Number of Jobs Started,[NCAR FROST] Number of Jobs Started,[NCSA ABE] Number of Jobs Started,[NCSA COBALT] Number of Jobs Started,[NCSA DTF] Number of Jobs Started,[NCSA EMBER*] Number of Jobs Started,[NCSA FORGE] Number of Jobs Started,[NCSA LINCOLN] Number of Jobs Started,[NICS ATHENA] Number of Jobs Started,[NICS DARTER] Number of Jobs Started,[NICS KRAKEN] Number of Jobs Started,[NICS NAUTILUS] Number of Jobs Started,[ORNL NSTG] Number of Jobs Started,[OSG] Number of Jobs Started,[PSC BIGBEN] Number of Jobs Started,[PSC BLACKLIGHT] Number of Jobs Started,[PSC BRIDGES LARGE] Number of Jobs Started,[PSC BRIDGES] Number of Jobs Started,[PSC GREENFIELD] Number of Jobs Started,[PSC POPLE] Number of Jobs Started,[PURDUE CONDOR] Number of Jobs Started,[PURDUE STEELE] Number of Jobs Started,[SDSC COMET] Number of Jobs Started,[SDSC DASH] Number of Jobs Started,[SDSC GORDON] Number of Jobs Started,[SDSC TRESTLES] Number of Jobs Started,[Stanford XSTREAM] Number of Jobs Started,[TACC LONESTAR4] Number of Jobs Started,[TACC LONESTAR] Number of Jobs Started,[TACC LONGHORN] Number of Jobs Started,[TACC MAVERICK2] Number of Jobs Started,[TACC RANGER] Number of Jobs Started,[TACC SPUR] Number of Jobs Started,[TACC STAMPEDE] Number of Jobs Started
2014-10-28,0.0,601.0,0.0,,,,,,,,,,,1048.0,,5.0,,0.0,,51.0,,,,,,,,,1019.0,1695.0,,111.0,,,103.0,,,1568.0
2014-10-29,0.0,1003.0,0.0,,,,,,,,,,,522.0,,3.0,,0.0,,70.0,,,,,,,,,2159.0,728.0,,162.0,,,40.0,,,2934.0
2014-10-30,0.0,292.0,0.0,,,,,,,,,,,583.0,,4.0,,0.0,,95.0,,,,,,,,,1869.0,1090.0,,61.0,,,63.0,,,3533.0
2014-10-31,9.0,372.0,0.0,,,,,,,,,,,1182.0,,3.0,,0.0,,50.0,,,,,,,,,989.0,925.0,,58.0,,,51.0,,,4914.0
2014-11-01,3.0,859.0,0.0,,,,,,,,,,,74.0,,0.0,,0.0,,56.0,,,,,,,,,483.0,247.0,,22.0,,,33.0,,,3481.0
2014-11-02,3.0,373.0,0.0,,,,,,,,,,,1731.0,,1.0,,0.0,,14.0,,,,,,,,,302.0,1812.0,,20.0,,,24.0,,,3707.0
2014-11-03,6.0,1087.0,0.0,,,,,,,,,,,773.0,,5.0,,0.0,,121.0,,,,,,,,,1414.0,890.0,,60.0,,,33.0,,,4778.0
2014-11-04,3.0,237.0,0.0,,,,,,,,,,,340.0,,6.0,,0.0,,145.0,,,,,,,,,816.0,2590.0,,55.0,,,25.0,,,3696.0
2014-11-05,6.0,877.0,0.0,,,,,,,,,,,419.0,,0.0,,0.0,,150.0,,,,,,,,,1197.0,1434.0,,49.0,,,36.0,,,5301.0
2014-11-06,14.0,1783.0,0.0,,,,,,,,,,,1713.0,,0.0,,0.0,,131.0,,,,,,,,,932.0,864.0,,48.0,,,36.0,,,3504.0
2014-11-07,15.0,432.0,0.0,,,,,,,,,,,528.0,,6.0,,0.0,,431.0,,,,,,,,,832.0,663.0,,162.0,,,38.0,,,3728.0
2014-11-08,1.0,770.0,0.0,,,,,,,,,,,251.0,,3.0,,0.0,,440.0,,,,,,,,,796.0,361.0,,18.0,,,25.0,,,5215.0
2014-11-09,6.0,529.0,0.0,,,,,,,,,,,279.0,,3.0,,0.0,,36.0,,,,,,,,,1041.0,453.0,,16.0,,,14.0,,,4652.0
2014-11-10,3.0,1436.0,0.0,,,,,,,,,,,323.0,,5.0,,0.0,,839.0,,,,,,,,,1266.0,609.0,,55.0,,,23.0,,,3455.0
2014-11-11,1.0,1069.0,0.0,,,,,,,,,,,547.0,,1.0,,0.0,,736.0,,,,,,,,,1446.0,624.0,,48.0,,,14.0,,,2865.0
2014-11-12,17.0,1862.0,0.0,,,,,,,,,,,456.0,,8.0,,0.0,,209.0,,,,,,,,,1882.0,815.0,,30.0,,,16.0,,,3370.0
2014-11-13,4.0,2298.0,0.0,,,,,,,,,,,564.0,,43.0,,0.0,,339.0,,,,,,,,,1179.0,1675.0,,73.0,,,28.0,,,4256.0
2014-11-14,12.0,1396.0,0.0,,,,,,,,,,,278.0,,26.0,,0.0,,210.0,,,,,,,,,1196.0,514.0,,66.0,,,55.0,,,3271.0
2014-11-15,4.0,1605.0,0.0,,,,,,,,,,,82.0,,5.0,,0.0,,107.0,,,,,,,,,952.0,357.0,,42.0,,,7.0,,,2312.0
2014-11-16,6.0,565.0,0.0,,,,,,,,,,,160.0,,10.0,,0.0,,253.0,,,,,,,,,1618.0,310.0,,91.0,,,70.0,,,4930.0
2014-11-17,4.0,533.0,0.0,,,,,,,,,,,235.0,,5.0,,0.0,,514.0,,,,,,,,,1857.0,946.0,,210.0,,,63.0,,,3410.0
2014-11-18,4.0,362.0,0.0,,,,,,,,,,,343.0,,7.0,,0.0,,357.0,,,,,,,,,1578.0,927.0,,160.0,,,38.0,,,3885.0
2014-11-19,7.0,340.0,0.0,,,,,,,,,,,82.0,,12.0,,0.0,,75.0,,,,,,,,,1711.0,1228.0,,166.0,,,86.0,,,3215.0
2014-11-20,11.0,175.0,0.0,,,,,,,,,,,173.0,,6.0,,0.0,,61.0,,,,,,,,,1098.0,1699.0,,169.0,,,60.0,,,3323.0
2014-11-21,6.0,543.0,0.0,,,,,,,,,,,189.0,,2.0,,0.0,,109.0,,,,,,,,,1181.0,1511.0,,51.0,,,87.0,,,3519.0
2014-11-22,6.0,688.0,0.0,,,,,,,,,,,40.0,,1.0,,0.0,,62.0,,,,,,,,,831.0,1088.0,,35.0,,,130.0,,,2726.0
2014-11-23,8.0,286.0,0.0,,,,,,,,,,,14.0,,1.0,,0.0,,60.0,,,,,,,,,1245.0,542.0,,29.0,,,326.0,,,3074.0
2014-11-24,7.0,595.0,0.0,,,,,,,,,,,578.0,,2.0,,0.0,,96.0,,,,,,,,,856.0,1658.0,,50.0,,,175.0,,,3280.0
2014-11-25,16.0,374.0,0.0,,,,,,,,,,,116.0,,1.0,,0.0,,74.0,,,,,,,,,677.0,2358.0,,68.0,,,173.0,,,1410.0
2014-11-26,10.0,360.0,0.0,,,,,,,,,,,104.0,,1.0,,0.0,,54.0,,,,,,,,,702.0,1019.0,,50.0,,,95.0,,,3052.0
2014-11-27,6.0,320.0,0.0,,,,,,,,,,,61.0,,1.0,,0.0,,68.0,,,,,,,,,785.0,742.0,,62.0,,,76.0,,,1753.0
2014-11-28,5.0,366.0,0.0,,,,,,,,,,,72.0,,1.0,,0.0,,51.0,,,,,,,,,678.0,897.0,,32.0,,,102.0,,,2297.0
2014-11-29,5.0,671.0,0.0,,,,,,,,,,,26.0,,1.0,,0.0,,23.0,,,,,,,,,703.0,518.0,,104.0,,,153.0,,,2446.0
2014-11-30,7.0,143.0,0.0,,,,,,,,,,,66.0,,4.0,,0.0,,44.0,,,,,,,,,1031.0,361.0,,97.0,,,187.0,,,2390.0
2014-12-01,6.0,1070.0,0.0,,,,,,,,,,,145.0,,1.0,,0.0,,106.0,,,,,,,,,776.0,855.0,,167.0,,,110.0,,,7491.0
2014-12-02,6.0,66.0,0.0,,,,,,,,,,,183.0,,3.0,,0.0,,97.0,,,,,,,,,682.0,2053.0,,79.0,,,93.0,,,4575.0
2014-12-03,6.0,339.0,0.0,,,,,,,,,,,66.0,,0.0,,0.0,,66.0,,,,,,,,,1517.0,4130.0,,68.0,,,52.0,,,4471.0
2014-12-04,80.0,430.0,0.0,,,,,,,,,,,153.0,,3.0,,0.0,,74.0,,,,,,,,,639.0,860.0,,80.0,,,179.0,,,2054.0
2014-12-05,15.0,370.0,0.0,,,,,,,,,,,262.0,,2.0,,0.0,,163.0,,,,,,,,,699.0,2894.0,,58.0,,,207.0,,,2480.0
2014-12-06,5.0,382.0,0.0,,,,,,,,,,,41.0,,4.0,,0.0,,0.0,,,,,,,,,671.0,3402.0,,79.0,,,155.0,,,2403.0
2014-12-07,8.0,946.0,0.0,,,,,,,,,,,128.0,,1.0,,0.0,,154.0,,,,,,,,,1467.0,2943.0,,48.0,,,115.0,,,2731.0
2014-12-08,7.0,606.0,0.0,,,,,,,,,,,101.0,,2.0,,0.0,,98.0,,,,,,,,,1141.0,2175.0,,337.0,,,190.0,,,3862.0
2014-12-09,11.0,350.0,0.0,,,,,,,,,,,192.0,,1.0,,0.0,,232.0,,,,,,,,,1327.0,3034.0,,117.0,,,159.0,,,4670.0
2014-12-10,9.0,172.0,0.0,,,,,,,,,,,94.0,,4.0,,0.0,,121.0,,,,,,,,,1886.0,3491.0,,363.0,,,74.0,,,3732.0
2014-12-11,12.0,136.0,0.0,,,,,,,,,,,196.0,,6.0,,0.0,,234.0,,,,,,,,,1961.0,3376.0,,174.0,,,101.0,,,4078.0
2014-12-12,24.0,241.0,0.0,,,,,,,,,,,345.0,,9.0,,0.0,,114.0,,,,,,,,,1854.0,753.0,,593.0,,,137.0,,,3027.0
2014-12-13,20.0,427.0,0.0,,,,,,,,,,,76.0,,4.0,,0.0,,138.0,,,,,,,,,1907.0,345.0,,230.0,,,70.0,,,2712.0
2014-12-14,14.0,343.0,0.0,,,,,,,,,,,107.0,,1.0,,0.0,,132.0,,,,,,,,,4076.0,302.0,,85.0,,,42.0,,,5460.0
2014-12-15,50.0,760.0,0.0,,,,,,,,,,,95.0,,1.0,,0.0,,127.0,,,,,,,,,5003.0,2418.0,,101.0,,,124.0,,,3643.0
2014-12-16,42.0,1025.0,0.0,,,,,,,,,,,42.0,,5.0,,0.0,,102.0,,,,,,,,,1634.0,3387.0,,202.0,,,140.0,,,2560.0
2014-12-17,26.0,518.0,0.0,,,,,,,,,,,235.0,,4.0,,0.0,,174.0,,,,,,,,,3732.0,1312.0,,115.0,,,141.0,,,2554.0
2014-12-18,30.0,109.0,0.0,,,,,,,,,,,2.0,,1.0,,0.0,,160.0,,,,,,,,,5110.0,828.0,,141.0,,,133.0,,,3050.0
2014-12-19,22.0,523.0,0.0,,,,,,,,,,,29.0,,2.0,,0.0,,148.0,,,,,,,,,3349.0,1626.0,,459.0,,,94.0,,,2634.0
2014-12-20,16.0,542.0,0.0,,,,,,,,,,,18.0,,1.0,,0.0,,75.0,,,,,,,,,5204.0,2111.0,,341.0,,,59.0,,,2145.0
2014-12-21,14.0,500.0,0.0,,,,,,,,,,,93.0,,1.0,,0.0,,29.0,,,,,,,,,3196.0,1262.0,,294.0,,,69.0,,,3291.0
2014-12-22,16.0,815.0,0.0,,,,,,,,,,,41.0,,1.0,,0.0,,73.0,,,,,,,,,4066.0,4456.0,,93.0,,,40.0,,,2995.0
2014-12-23,12.0,724.0,0.0,,,,,,,,,,,23.0,,2.0,,0.0,,74.0,,,,,,,,,3022.0,2767.0,,225.0,,,46.0,,,2862.0
2014-12-24,9.0,304.0,0.0,,,,,,,,,,,12.0,,7.0,,0.0,,58.0,,,,,,,,,2714.0,1365.0,,141.0,,,33.0,,,2547.0
2014-12-25,12.0,331.0,0.0,,,,,,,,,,,19.0,,6.0,,0.0,,156.0,,,,,,,,,2962.0,796.0,,72.0,,,19.0,,,1725.0
2014-12-26,9.0,421.0,0.0,,,,,,,,,,,16.0,,9.0,,0.0,,158.0,,,,,,,,,4305.0,224.0,,37.0,,,45.0,,,1355.0
2014-12-27,12.0,301.0,0.0,,,,,,,,,,,22.0,,10.0,,0.0,,138.0,,,,,,,,,2810.0,409.0,,39.0,,,14.0,,,2033.0
2014-12-28,12.0,264.0,0.0,,,,,,,,,,,10.0,,6.0,,0.0,,31.0,,,,,,,,,3182.0,307.0,,28.0,,,23.0,,,3261.0
2014-12-29,9.0,337.0,0.0,,,,,,,,,,,26.0,,7.0,,0.0,,20.0,,,,,,,,,849.0,725.0,,55.0,,,81.0,,,2004.0
2014-12-30,16.0,94.0,0.0,,,,,,,,,,,49.0,,5.0,,0.0,,93.0,,,,,,,,,1167.0,229.0,,10.0,,,93.0,,,2606.0
2014-12-31,14.0,45.0,0.0,,,,,,,,,,,16.0,,4.0,,0.0,,55.0,,,,,,,,,356.0,101.0,,4.0,,,55.0,,,3918.0
2015-01-01,18.0,0.0,0.0,,,,,,,,,,,8.0,,4.0,,0.0,,135.0,,,,,,,,,187.0,133.0,,2.0,,,63.0,,,2513.0
2015-01-02,10.0,0.0,0.0,,,,,,,,,,,3.0,,4.0,,0.0,,264.0,,,,,,,,,1137.0,600.0,,0.0,,,63.0,,,3374.0
2015-01-03,11.0,0.0,0.0,,,,,,,,,,,3.0,,20.0,,0.0,,40.0,,,,,,,,,3566.0,696.0,,0.0,,,43.0,,,2587.0
2015-01-04,23.0,0.0,0.0,,,,,,,,,,,2.0,,12.0,,0.0,,47.0,,,,,,,,,7052.0,264.0,,0.0,,,0.0,,,129.0
2015-01-05,18.0,0.0,0.0,,,,,,,,,,,17.0,,1.0,,0.0,,85.0,,,,,,,,,2116.0,2332.0,,0.0,,,18.0,,,401.0
2015-01-06,12.0,0.0,0.0,,,,,,,,,,,16.0,,1.0,,0.0,,57.0,,,,,,,,,1622.0,652.0,,0.0,,,69.0,,,3735.0
2015-01-07,25.0,0.0,0.0,,,,,,,,,,,2.0,,0.0,,0.0,,121.0,,,,,,,,,7458.0,893.0,,0.0,,,93.0,,,4138.0
2015-01-08,15.0,0.0,0.0,,,,,,,,,,,52.0,,7.0,,0.0,,56.0,,,,,,,,,6408.0,1402.0,,0.0,,,68.0,,,4002.0
2015-01-09,7.0,0.0,0.0,,,,,,,,,,,24.0,,15.0,,0.0,,51.0,,,,,,,,,2012.0,303.0,,0.0,,,72.0,,,3919.0
2015-01-10,5.0,0.0,0.0,,,,,,,,,,,21.0,,4.0,,1.0,,15.0,,,,,,,,,1827.0,285.0,,0.0,,,12.0,,,2794.0
2015-01-11,20.0,0.0,0.0,,,,,,,,,,,15.0,,2.0,,0.0,,91.0,,,,,,,,,5642.0,279.0,,0.0,,,21.0,,,3259.0
2015-01-12,10.0,0.0,0.0,,,,,,,,,,,102.0,,3.0,,1.0,,78.0,,,,,,,,,2081.0,661.0,,0.0,,,90.0,,,4482.0
2015-01-13,12.0,0.0,0.0,,,,,,,,,,,90.0,,1.0,,2.0,,76.0,,,,,,,,,1523.0,1164.0,,0.0,,,4.0,,,1463.0
2015-01-14,15.0,0.0,0.0,,,,,,,,,,,58.0,,4.0,,10.0,,136.0,,,,,,,,,1647.0,836.0,,0.0,,,87.0,,,3259.0
2015-01-15,17.0,0.0,0.0,,,,,,,,,,,121.0,,15.0,,4.0,,125.0,,,,,,,,,4029.0,1457.0,,0.0,,,120.0,,,3367.0
2015-01-16,25.0,0.0,0.0,,,,,,,,,,,62.0,,3.0,,3.0,,165.0,,,,,,,,,3668.0,524.0,,0.0,,,72.0,,,4471.0
2015-01-17,28.0,0.0,0.0,,,,,,,,,,,61.0,,2.0,,7366.0,,54.0,,,,,,,,,2783.0,656.0,,0.0,,,25.0,,,3089.0
2015-01-18,26.0,0.0,0.0,,,,,,,,,,,28.0,,2.0,,62152.0,,81.0,,,,,,,,,5353.0,665.0,,0.0,,,40.0,,,3561.0
2015-01-19,25.0,0.0,0.0,,,,,,,,,,,21.0,,1.0,,55614.0,,96.0,,,,,,,,,3833.0,571.0,,0.0,,,93.0,,,4172.0
2015-01-20,29.0,0.0,0.0,,,,,,,,,,,281.0,,1.0,,88432.0,,91.0,,,,,,,,,2340.0,1138.0,,2.0,,,44.0,,,4340.0
2015-01-21,64.0,0.0,0.0,,,,,,,,,,,212.0,,1.0,,92649.0,,55.0,,,,,,,,,4453.0,2781.0,,0.0,,,24.0,,,4559.0
2015-01-22,36.0,0.0,0.0,,,,,,,,,,,103.0,,6.0,,47986.0,,116.0,,,,,,,,,2988.0,849.0,,1.0,,,36.0,,,4149.0
2015-01-23,55.0,0.0,0.0,,,,,,,,,,,182.0,,8.0,,55830.0,,80.0,,,,,,,,,1943.0,1306.0,,2.0,,,56.0,,,4661.0
2015-01-24,69.0,0.0,0.0,,,,,,,,,,,43.0,,2.0,,68708.0,,51.0,,,,,,,,,4445.0,522.0,,0.0,,,8.0,,,3380.0
2015-01-25,116.0,0.0,0.0,,,,,,,,,,,28.0,,1.0,,80681.0,,56.0,,,,,,,,,1529.0,376.0,,0.0,,,142.0,,,3914.0
2015-01-26,108.0,0.0,0.0,,,,,,,,,,,299.0,,1.0,,93273.0,,134.0,,,,,,,,,2414.0,515.0,,0.0,,,194.0,,,5760.0
2015-01-27,111.0,0.0,0.0,,,,,,,,,,,304.0,,1.0,,48597.0,,113.0,,,,,,,,,3628.0,690.0,,1.0,,,120.0,,,3691.0
2015-01-28,137.0,0.0,0.0,,,,,,,,,,,108.0,,0.0,,37414.0,,103.0,,,,,,,,,3531.0,805.0,,1.0,,,65.0,,,3444.0
2015-01-29,96.0,0.0,0.0,,,,,,,,,,,324.0,,4.0,,70739.0,,120.0,,,,,,,,,4098.0,1062.0,,3.0,,,52.0,,,3696.0
2015-01-30,86.0,0.0,0.0,,,,,,,,,,,151.0,,4.0,,96755.0,,215.0,,,,,,,,,1375.0,1066.0,,0.0,,,54.0,,,4116.0
2015-01-31,82.0,0.0,0.0,,,,,,,,,,,87.0,,1.0,,139177.0,,73.0,,,,,,,,,4741.0,394.0,,0.0,,,14.0,,,3569.0
2015-02-01,79.0,,,,,,,,,,,,,59.0,,3.0,,183797.0,,59.0,,,,,,,0.0,,1795.0,1725.0,,1.0,,,22.0,,,4058.0
2015-02-02,100.0,,,,,,,,,,,,,60.0,,2.0,,148314.0,,166.0,,,,,,,0.0,,1985.0,1607.0,,0.0,,,44.0,,,4124.0
2015-02-03,87.0,,,,,,,,,,,,,188.0,,1.0,,84636.0,,98.0,,,,,,,0.0,,1045.0,924.0,,1.0,,,48.0,,,5131.0
2015-02-04,374.0,,,,,,,,,,,,,93.0,,5.0,,40165.0,,50.0,,,,,,,0.0,,1017.0,1294.0,,11.0,,,75.0,,,4197.0
2015-02-05,182.0,,,,,,,,,,,,,88.0,,8.0,,61246.0,,58.0,,,,,,,0.0,,1227.0,990.0,,4.0,,,82.0,,,4037.0
2015-02-06,89.0,,,,,,,,,,,,,133.0,,6.0,,66260.0,,50.0,,,,,,,0.0,,1182.0,661.0,,1.0,,,67.0,,,3631.0
2015-02-07,88.0,,,,,,,,,,,,,19.0,,11.0,,49801.0,,2.0,,,,,,,0.0,,1460.0,358.0,,0.0,,,49.0,,,2827.0
2015-02-08,100.0,,,,,,,,,,,,,43.0,,12.0,,73618.0,,46.0,,,,,,,0.0,,777.0,324.0,,0.0,,,63.0,,,3823.0
2015-02-09,110.0,,,,,,,,,,,,,304.0,,21.0,,154260.0,,88.0,,,,,,,0.0,,2125.0,1119.0,,10.0,,,34.0,,,4613.0
2015-02-10,117.0,,,,,,,,,,,,,382.0,,11.0,,73651.0,,93.0,,,,,,,0.0,,2722.0,3190.0,,5.0,,,103.0,,,1378.0
2015-02-11,194.0,,,,,,,,,,,,,405.0,,6.0,,172491.0,,81.0,,,,,,,0.0,,1414.0,2262.0,,0.0,,,104.0,,,2193.0
2015-02-12,156.0,,,,,,,,,,,,,153.0,,18.0,,56476.0,,126.0,,,,,,,0.0,,1513.0,1614.0,,5.0,,,71.0,,,2962.0
2015-02-13,148.0,,,,,,,,,,,,,189.0,,34.0,,91502.0,,157.0,,,,,,,0.0,,1379.0,1547.0,,0.0,,,108.0,,,2772.0
2015-02-14,180.0,,,,,,,,,,,,,7.0,,17.0,,89460.0,,74.0,,,,,,,0.0,,617.0,1137.0,,1.0,,,38.0,,,1664.0
2015-02-15,203.0,,,,,,,,,,,,,17.0,,16.0,,147894.0,,27.0,,,,,,,0.0,,1304.0,1553.0,,0.0,,,65.0,,,2159.0
2015-02-16,218.0,,,,,,,,,,,,,75.0,,17.0,,129193.0,,94.0,,,,,,,0.0,,1527.0,2743.0,,0.0,,,100.0,,,2978.0
2015-02-17,105.0,,,,,,,,,,,,,61.0,,9.0,,140566.0,,120.0,,,,,,,0.0,,1423.0,1654.0,,1.0,,,89.0,,,2732.0
2015-02-18,151.0,,,,,,,,,,,,,29.0,,8.0,,93389.0,,15.0,,,,,,,0.0,,2209.0,2587.0,,0.0,,,46.0,,,3145.0
2015-02-19,207.0,,,,,,,,,,,,,48.0,,16.0,,58413.0,,362.0,,,,,,,0.0,,2071.0,3557.0,,0.0,,,130.0,,,2963.0
2015-02-20,79.0,,,,,,,,,,,,,42.0,,24.0,,59575.0,,370.0,,,,,,,0.0,,1147.0,1453.0,,0.0,,,146.0,,,2878.0
2015-02-21,108.0,,,,,,,,,,,,,64.0,,33.0,,106294.0,,338.0,,,,,,,0.0,,887.0,336.0,,0.0,,,64.0,,,2366.0
2015-02-22,115.0,,,,,,,,,,,,,68.0,,37.0,,126571.0,,839.0,,,,,,,0.0,,1327.0,3059.0,,0.0,,,50.0,,,2506.0
2015-02-23,154.0,,,,,,,,,,,,,114.0,,31.0,,47554.0,,634.0,,,,,,,0.0,,1344.0,3494.0,,0.0,,,56.0,,,3368.0
2015-02-24,128.0,,,,,,,,,,,,,148.0,,32.0,,11296.0,,597.0,,,,,,,0.0,,1365.0,2620.0,,0.0,,,116.0,,,4103.0
2015-02-25,107.0,,,,,,,,,,,,,93.0,,30.0,,21357.0,,1305.0,,,,,,,0.0,,1530.0,2296.0,,1.0,,,239.0,,,3044.0
2015-02-26,103.0,,,,,,,,,,,,,339.0,,29.0,,48331.0,,853.0,,,,,,,0.0,,1542.0,3782.0,,1.0,,,54.0,,,2902.0
2015-02-27,92.0,,,,,,,,,,,,,110.0,,30.0,,73437.0,,1412.0,,,,,,,0.0,,1865.0,1056.0,,0.0,,,131.0,,,1869.0
2015-02-28,44.0,,,,,,,,,,,,,70.0,,29.0,,80766.0,,607.0,,,,,,,0.0,,981.0,634.0,,0.0,,,58.0,,,1969.0
2015-03-01,67.0,,,,,,,,,,,,,62.0,,30.0,,76493.0,,581.0,,,,,,,0.0,,1292.0,525.0,,0.0,,,51.0,,,2580.0
2015-03-02,112.0,,,,,,,,,,,,,76.0,,29.0,,81932.0,,362.0,,,,,,,0.0,,1301.0,1439.0,,5.0,,,45.0,,,3237.0
2015-03-03,158.0,,,,,,,,,,,,,117.0,,28.0,,78606.0,,1519.0,,,,,,,0.0,,1585.0,1758.0,,5.0,,,62.0,,,3769.0
2015-03-04,97.0,,,,,,,,,,,,,76.0,,29.0,,85096.0,,438.0,,,,,,,0.0,,1770.0,615.0,,4.0,,,132.0,,,3218.0
2015-03-05,104.0,,,,,,,,,,,,,167.0,,34.0,,92323.0,,555.0,,,,,,,0.0,,1580.0,385.0,,5.0,,,210.0,,,3304.0
2015-03-06,69.0,,,,,,,,,,,,,343.0,,32.0,,263500.0,,124.0,,,,,,,0.0,,1794.0,864.0,,7.0,,,329.0,,,3761.0
2015-03-07,148.0,,,,,,,,,,,,,84.0,,27.0,,266038.0,,82.0,,,,,,,0.0,,3021.0,223.0,,0.0,,,347.0,,,3006.0
2015-03-08,51.0,,,,,,,,,,,,,51.0,,30.0,,308726.0,,67.0,,,,,,,0.0,,163.0,37.0,,6.0,,,110.0,,,2663.0
2015-03-09,101.0,,,,,,,,,,,,,206.0,,28.0,,125446.0,,73.0,,,,,,,0.0,,2002.0,537.0,,3.0,,,320.0,,,3282.0
2015-03-10,115.0,,,,,,,,,,,,,777.0,,25.0,,88002.0,,197.0,,,,,,,0.0,,1757.0,679.0,,11.0,,,117.0,,,3191.0
2015-03-11,106.0,,,,,,,,,,,,,972.0,,30.0,,45592.0,,99.0,,,,,,,0.0,,1887.0,653.0,,2.0,,,225.0,,,3998.0
2015-03-12,46.0,,,,,,,,,,,,,1310.0,,25.0,,67210.0,,101.0,,,,,,,0.0,,866.0,512.0,,4.0,,,40.0,,,3515.0
2015-03-13,119.0,,,,,,,,,,,,,158.0,,14.0,,114422.0,,131.0,,,,,,,0.0,,1438.0,622.0,,5.0,,,37.0,,,3103.0
2015-03-14,43.0,,,,,,,,,,,,,124.0,,8.0,,142003.0,,51.0,,,,,,,0.0,,1376.0,490.0,,2.0,,,87.0,,,1812.0
2015-03-15,73.0,,,,,,,,,,,,,68.0,,24.0,,204319.0,,64.0,,,,,,,0.0,,1170.0,789.0,,4.0,,,68.0,,,2368.0
2015-03-16,58.0,,,,,,,,,,,,,61.0,,21.0,,288618.0,,136.0,,,,,,,0.0,,883.0,712.0,,0.0,,,78.0,,,2777.0
2015-03-17,92.0,,,,,,,,,,,,,136.0,,16.0,,97950.0,,69.0,,,,,,,0.0,,1260.0,709.0,,0.0,,,68.0,,,3443.0
2015-03-18,75.0,,,,,,,,,,,,,98.0,,23.0,,83548.0,,208.0,,,,,,,0.0,,1762.0,697.0,,4.0,,,61.0,,,3415.0
2015-03-19,115.0,,,,,,,,,,,,,98.0,,36.0,,39776.0,,340.0,,,,,,,0.0,,1679.0,690.0,,0.0,,,439.0,,,2961.0
2015-03-20,81.0,,,,,,,,,,,,,129.0,,29.0,,29746.0,,223.0,,,,,,,0.0,,1357.0,715.0,,4.0,,,340.0,,,3434.0
2015-03-21,99.0,,,,,,,,,,,,,412.0,,31.0,,82098.0,,191.0,,,,,,,0.0,,1107.0,553.0,,0.0,,,125.0,,,2036.0
2015-03-22,99.0,,,,,,,,,,,,,775.0,,31.0,,113381.0,,200.0,,,,,,,0.0,,542.0,419.0,,1.0,,,101.0,,,2240.0
2015-03-23,113.0,,,,,,,,,,,,,338.0,,23.0,,68610.0,,196.0,,,,,,,0.0,,1383.0,583.0,,0.0,,,59.0,,,3412.0
2015-03-24,87.0,,,,,,,,,,,,,64.0,,13.0,,46925.0,,275.0,,,,,,,0.0,,1407.0,507.0,,4.0,,,29.0,,,3013.0
2015-03-25,75.0,,,,,,,,,,,,,69.0,,5.0,,69469.0,,229.0,,,,,,,0.0,,3550.0,858.0,,3.0,,,31.0,,,2784.0
2015-03-26,17.0,,,,,,,,,,,,,302.0,,4.0,,86246.0,,291.0,,,,,,,0.0,,1719.0,505.0,,5.0,,,88.0,,,2199.0
2015-03-27,59.0,,,,,,,,,,,,,397.0,,5.0,,143087.0,,362.0,,,,,,,0.0,,792.0,653.0,,3.0,,,200.0,,,2757.0
2015-03-28,15.0,,,,,,,,,,,,,5.0,,1.0,,106956.0,,262.0,,,,,,,0.0,,1543.0,1121.0,,0.0,,,195.0,,,2122.0
2015-03-29,43.0,,,,,,,,,,,,,30.0,,9.0,,172213.0,,286.0,,,,,,,0.0,,1529.0,318.0,,4.0,,,149.0,,,2182.0
2015-03-30,26.0,,,,,,,,,,,,,143.0,,18.0,,159372.0,,68.0,,,,,,,0.0,,1429.0,628.0,,2.0,,,64.0,,,3526.0
2015-03-31,69.0,,,,,,,,,,,,,79.0,,28.0,,11893.0,,365.0,,,,,,,0.0,,1327.0,546.0,,0.0,,,139.0,,,1842.0
2015-04-01,2.0,,,,,,,,,,,,,283.0,,30.0,,189450.0,,616.0,,,,,,,0.0,,1479.0,736.0,,0.0,,,111.0,,,2364.0
2015-04-02,45.0,,,,,,,,,,,,,156.0,,30.0,,176738.0,,263.0,,,,,,,0.0,,1465.0,385.0,,0.0,,,91.0,,,4208.0
2015-04-03,55.0,,,,,,,,,,,,,307.0,,5.0,,208988.0,,175.0,,,,,,,0.0,,1790.0,4344.0,,0.0,,,96.0,,,3158.0
2015-04-04,83.0,,,,,,,,,,,,,665.0,,6.0,,177413.0,,296.0,,,,,,,0.0,,1245.0,6490.0,,0.0,,,115.0,,,2046.0
