,[CCT LSU SUPERMIC] Number of Jobs Submitted,[GATECH KEENELAND] Number of Jobs Submitted,[GATECH KIDS] Number of Jobs Submitted,[IU BIGRED*] Number of Jobs Submitted,[LONI QUEENBEE] Number of Jobs Submitted,[NCAR FROST] Number of Jobs Submitted,[NCSA ABE] Number of Jobs Submitted,[NCSA COBALT] Number of Jobs Submitted,[NCSA DTF] Number of Jobs Submitted,[NCSA EMBER*] Number of Jobs Submitted,[NCSA FORGE] Number of Jobs Submitted,[NCSA LINCOLN] Number of Jobs Submitted,[NICS ATHENA] Number of Jobs Submitted,[NICS DARTER] Number of Jobs Submitted,[NICS KRAKEN] Number of Jobs Submitted,[NICS NAUTILUS] Number of Jobs Submitted,[ORNL NSTG] Number of Jobs Submitted,[OSG] Number of Jobs Submitted,[PSC BIGBEN] Number of Jobs Submitted,[PSC BLACKLIGHT] Number of Jobs Submitted,[PSC BRIDGES LARGE] Number of Jobs Submitted,[PSC BRIDGES] Number of Jobs Submitted,[PSC GREENFIELD] Number of Jobs Submitted,[PSC POPLE] Number of Jobs Submitted,[PURDUE CONDOR] Number of Jobs Submitted,[PURDUE STEELE] Number of Jobs Submitted,[SDSC COMET] Number of Jobs Submitted,[SDSC DASH] Number of Jobs Submitted,[SDSC GORDON] Number of Jobs Submitted,[SDSC TRESTLES] Number of Jobs Submitted,[Stanford XSTREAM] Number of Jobs Submitted,[TACC LONESTAR4] Number of Jobs Submitted,[TACC LONESTAR] Number of Jobs Submitted,[TACC LONGHORN] Number of Jobs Submitted,[TACC MAVERICK2] Number of Jobs Submitted,[TACC RANGER] Number of Jobs Submitted,[TACC SPUR] Number of Jobs Submitted,[TACC STAMPEDE] Number of Jobs Submitted
2014-12-31,14.0,45.0,0.0,,,,,,,,,,,11.0,,1.0,,0.0,,46.0,,,,,,,,,207.0,90.0,,2.0,,,47.0,,,3743.0
2015-01-01,18.0,0.0,0.0,,,,,,,,,,,4.0,,1.0,,0.0,,13.0,,,,,,,,,102.0,68.0,,1.0,,,48.0,,,2478.0
2015-01-02,10.0,0.0,0.0,,,,,,,,,,,3.0,,2.0,,0.0,,37.0,,,,,,,,,544.0,327.0,,0.0,,,57.0,,,3327.0
2015-01-03,11.0,0.0,0.0,,,,,,,,,,,3.0,,16.0,,0.0,,35.0,,,,,,,,,2993.0,692.0,,0.0,,,38.0,,,2562.0
2015-01-04,23.0,0.0,0.0,,,,,,,,,,,2.0,,7.0,,0.0,,44.0,,,,,,,,,6668.0,232.0,,0.0,,,0.0,,,127.0
2015-01-05,18.0,0.0,0.0,,,,,,,,,,,17.0,,1.0,,0.0,,68.0,,,,,,,,,2108.0,1754.0,,0.0,,,18.0,,,394.0
2015-01-06,12.0,0.0,0.0,,,,,,,,,,,16.0,,1.0,,0.0,,54.0,,,,,,,,,1445.0,652.0,,0.0,,,69.0,,,3581.0
2015-01-07,25.0,0.0,0.0,,,,,,,,,,,2.0,,0.0,,0.0,,89.0,,,,,,,,,7449.0,486.0,,0.0,,,89.0,,,4075.0
2015-01-08,15.0,0.0,0.0,,,,,,,,,,,50.0,,7.0,,0.0,,49.0,,,,,,,,,2888.0,1402.0,,0.0,,,67.0,,,3652.0
2015-01-09,7.0,0.0,0.0,,,,,,,,,,,24.0,,15.0,,0.0,,18.0,,,,,,,,,902.0,303.0,,0.0,,,72.0,,,3889.0
2015-01-10,5.0,0.0,0.0,,,,,,,,,,,21.0,,4.0,,1.0,,15.0,,,,,,,,,679.0,285.0,,0.0,,,12.0,,,2769.0
2015-01-11,20.0,0.0,0.0,,,,,,,,,,,15.0,,2.0,,0.0,,44.0,,,,,,,,,2731.0,279.0,,0.0,,,19.0,,,3244.0
2015-01-12,10.0,0.0,0.0,,,,,,,,,,,102.0,,3.0,,1.0,,63.0,,,,,,,,,2079.0,404.0,,0.0,,,89.0,,,4438.0
2015-01-13,12.0,0.0,0.0,,,,,,,,,,,90.0,,1.0,,2.0,,57.0,,,,,,,,,1483.0,914.0,,0.0,,,3.0,,,718.0
2015-01-14,15.0,0.0,0.0,,,,,,,,,,,58.0,,3.0,,10.0,,101.0,,,,,,,,,1289.0,800.0,,0.0,,,87.0,,,3161.0
2015-01-15,17.0,0.0,0.0,,,,,,,,,,,121.0,,15.0,,4.0,,113.0,,,,,,,,,3883.0,1457.0,,0.0,,,120.0,,,3026.0
2015-01-16,25.0,0.0,0.0,,,,,,,,,,,62.0,,3.0,,3.0,,165.0,,,,,,,,,3265.0,524.0,,0.0,,,72.0,,,3764.0
2015-01-17,28.0,0.0,0.0,,,,,,,,,,,61.0,,2.0,,7366.0,,53.0,,,,,,,,,2054.0,457.0,,0.0,,,25.0,,,2578.0
2015-01-18,26.0,0.0,0.0,,,,,,,,,,,28.0,,2.0,,62152.0,,81.0,,,,,,,,,5271.0,658.0,,0.0,,,40.0,,,3434.0
2015-01-19,25.0,0.0,0.0,,,,,,,,,,,21.0,,1.0,,55614.0,,96.0,,,,,,,,,3650.0,566.0,,0.0,,,93.0,,,4154.0
2015-01-20,29.0,0.0,0.0,,,,,,,,,,,281.0,,1.0,,88432.0,,91.0,,,,,,,,,2330.0,1137.0,,2.0,,,44.0,,,4263.0
2015-01-21,64.0,0.0,0.0,,,,,,,,,,,212.0,,1.0,,92649.0,,54.0,,,,,,,,,4378.0,2097.0,,0.0,,,24.0,,,4437.0
2015-01-22,36.0,0.0,0.0,,,,,,,,,,,103.0,,6.0,,47986.0,,116.0,,,,,,,,,2876.0,720.0,,1.0,,,36.0,,,3918.0
2015-01-23,55.0,0.0,0.0,,,,,,,,,,,182.0,,8.0,,55830.0,,78.0,,,,,,,,,1538.0,1253.0,,2.0,,,55.0,,,4111.0
2015-01-24,69.0,0.0,0.0,,,,,,,,,,,43.0,,2.0,,68708.0,,42.0,,,,,,,,,4421.0,522.0,,0.0,,,8.0,,,2758.0
2015-01-25,116.0,0.0,0.0,,,,,,,,,,,28.0,,1.0,,80681.0,,43.0,,,,,,,,,1136.0,357.0,,0.0,,,142.0,,,3625.0
2015-01-26,108.0,0.0,0.0,,,,,,,,,,,299.0,,1.0,,93273.0,,125.0,,,,,,,,,2101.0,511.0,,0.0,,,194.0,,,5522.0
2015-01-27,111.0,0.0,0.0,,,,,,,,,,,304.0,,1.0,,48597.0,,80.0,,,,,,,,,3240.0,604.0,,1.0,,,120.0,,,3198.0
2015-01-28,137.0,0.0,0.0,,,,,,,,,,,108.0,,0.0,,37414.0,,95.0,,,,,,,,,3201.0,667.0,,1.0,,,60.0,,,2663.0
2015-01-29,96.0,0.0,0.0,,,,,,,,,,,324.0,,4.0,,70739.0,,80.0,,,,,,,,,3580.0,778.0,,3.0,,,46.0,,,2870.0
2015-01-30,86.0,0.0,0.0,,,,,,,,,,,149.0,,4.0,,96755.0,,215.0,,,,,,,,,1227.0,930.0,,0.0,,,54.0,,,3426.0
2015-01-31,82.0,0.0,0.0,,,,,,,,,,,82.0,,1.0,,139177.0,,73.0,,,,,,,,,4545.0,332.0,,0.0,,,14.0,,,3170.0
2015-02-01,79.0,,,,,,,,,,,,,57.0,,2.0,,183797.0,,45.0,,,,,,,0.0,,1738.0,1724.0,,1.0,,,22.0,,,3738.0
2015-02-02,100.0,,,,,,,,,,,,,60.0,,2.0,,148314.0,,136.0,,,,,,,0.0,,1572.0,1587.0,,0.0,,,44.0,,,4103.0
2015-02-03,87.0,,,,,,,,,,,,,187.0,,1.0,,84636.0,,94.0,,,,,,,0.0,,959.0,419.0,,1.0,,,48.0,,,4845.0
2015-02-04,374.0,,,,,,,,,,,,,79.0,,5.0,,40165.0,,35.0,,,,,,,0.0,,836.0,743.0,,11.0,,,75.0,,,3906.0
2015-02-05,182.0,,,,,,,,,,,,,87.0,,8.0,,61246.0,,31.0,,,,,,,0.0,,1020.0,846.0,,4.0,,,77.0,,,3422.0
2015-02-06,89.0,,,,,,,,,,,,,131.0,,6.0,,66260.0,,42.0,,,,,,,0.0,,898.0,573.0,,1.0,,,58.0,,,2574.0
2015-02-07,88.0,,,,,,,,,,,,,17.0,,11.0,,49801.0,,2.0,,,,,,,0.0,,781.0,310.0,,0.0,,,49.0,,,2085.0
2015-02-08,100.0,,,,,,,,,,,,,42.0,,12.0,,73618.0,,23.0,,,,,,,0.0,,579.0,306.0,,0.0,,,63.0,,,3380.0
2015-02-09,110.0,,,,,,,,,,,,,304.0,,21.0,,154260.0,,66.0,,,,,,,0.0,,1108.0,1119.0,,10.0,,,30.0,,,4535.0
2015-02-10,117.0,,,,,,,,,,,,,382.0,,11.0,,73651.0,,92.0,,,,,,,0.0,,1483.0,661.0,,5.0,,,99.0,,,854.0
2015-02-11,163.0,,,,,,,,,,,,,405.0,,6.0,,172491.0,,74.0,,,,,,,0.0,,1410.0,755.0,,0.0,,,100.0,,,1709.0
2015-02-12,147.0,,,,,,,,,,,,,153.0,,18.0,,56476.0,,120.0,,,,,,,0.0,,1513.0,612.0,,4.0,,,63.0,,,1773.0
2015-02-13,99.0,,,,,,,,,,,,,186.0,,25.0,,91502.0,,156.0,,,,,,,0.0,,1371.0,542.0,,0.0,,,108.0,,,1561.0
2015-02-14,180.0,,,,,,,,,,,,,6.0,,15.0,,89460.0,,74.0,,,,,,,0.0,,556.0,225.0,,1.0,,,38.0,,,838.0
2015-02-15,194.0,,,,,,,,,,,,,17.0,,15.0,,147894.0,,27.0,,,,,,,0.0,,1240.0,1477.0,,0.0,,,65.0,,,1014.0
2015-02-16,214.0,,,,,,,,,,,,,75.0,,5.0,,129193.0,,94.0,,,,,,,0.0,,1481.0,1560.0,,0.0,,,100.0,,,1908.0
2015-02-17,104.0,,,,,,,,,,,,,61.0,,7.0,,140566.0,,116.0,,,,,,,0.0,,1395.0,603.0,,1.0,,,89.0,,,1841.0
2015-02-18,119.0,,,,,,,,,,,,,28.0,,5.0,,93389.0,,14.0,,,,,,,0.0,,2192.0,2292.0,,0.0,,,46.0,,,1801.0
2015-02-19,196.0,,,,,,,,,,,,,46.0,,8.0,,58413.0,,312.0,,,,,,,0.0,,2012.0,1926.0,,0.0,,,130.0,,,1842.0
2015-02-20,79.0,,,,,,,,,,,,,41.0,,23.0,,59575.0,,369.0,,,,,,,0.0,,1122.0,709.0,,0.0,,,146.0,,,1700.0
2015-02-21,108.0,,,,,,,,,,,,,63.0,,33.0,,106294.0,,338.0,,,,,,,0.0,,611.0,336.0,,0.0,,,64.0,,,1364.0
2015-02-22,99.0,,,,,,,,,,,,,68.0,,36.0,,126571.0,,820.0,,,,,,,0.0,,1025.0,3059.0,,0.0,,,50.0,,,1626.0
2015-02-23,135.0,,,,,,,,,,,,,114.0,,28.0,,47554.0,,614.0,,,,,,,0.0,,1138.0,2573.0,,0.0,,,56.0,,,2662.0
2015-02-24,80.0,,,,,,,,,,,,,148.0,,32.0,,11296.0,,543.0,,,,,,,0.0,,1002.0,1445.0,,0.0,,,116.0,,,3261.0
2015-02-25,91.0,,,,,,,,,,,,,86.0,,29.0,,21357.0,,1031.0,,,,,,,0.0,,1373.0,2294.0,,1.0,,,239.0,,,2677.0
2015-02-26,103.0,,,,,,,,,,,,,339.0,,29.0,,48331.0,,570.0,,,,,,,0.0,,1519.0,2579.0,,1.0,,,54.0,,,1991.0
2015-02-27,60.0,,,,,,,,,,,,,110.0,,30.0,,73437.0,,947.0,,,,,,,0.0,,1585.0,724.0,,0.0,,,131.0,,,1539.0
2015-02-28,44.0,,,,,,,,,,,,,70.0,,29.0,,80766.0,,548.0,,,,,,,0.0,,928.0,633.0,,0.0,,,58.0,,,922.0
2015-03-01,67.0,,,,,,,,,,,,,62.0,,30.0,,76493.0,,581.0,,,,,,,0.0,,1226.0,524.0,,0.0,,,51.0,,,1226.0
2015-03-02,112.0,,,,,,,,,,,,,76.0,,29.0,,81932.0,,359.0,,,,,,,0.0,,1293.0,1439.0,,5.0,,,45.0,,,2338.0
2015-03-03,158.0,,,,,,,,,,,,,115.0,,28.0,,78606.0,,1515.0,,,,,,,0.0,,1391.0,1723.0,,5.0,,,62.0,,,2269.0
2015-03-04,65.0,,,,,,,,,,,,,76.0,,28.0,,85096.0,,404.0,,,,,,,0.0,,1413.0,612.0,,4.0,,,132.0,,,1951.0
2015-03-05,104.0,,,,,,,,,,,,,164.0,,34.0,,92323.0,,543.0,,,,,,,0.0,,1486.0,364.0,,5.0,,,210.0,,,2113.0
2015-03-06,69.0,,,,,,,,,,,,,342.0,,31.0,,263500.0,,109.0,,,,,,,0.0,,1566.0,861.0,,7.0,,,329.0,,,2449.0
2015-03-07,148.0,,,,,,,,,,,,,68.0,,25.0,,266038.0,,78.0,,,,,,,0.0,,2948.0,222.0,,0.0,,,347.0,,,1512.0
2015-03-08,51.0,,,,,,,,,,,,,51.0,,27.0,,308726.0,,66.0,,,,,,,0.0,,141.0,37.0,,6.0,,,110.0,,,1569.0
2015-03-09,101.0,,,,,,,,,,,,,206.0,,26.0,,125446.0,,68.0,,,,,,,0.0,,1935.0,535.0,,3.0,,,320.0,,,2322.0
2015-03-10,115.0,,,,,,,,,,,,,766.0,,22.0,,88002.0,,190.0,,,,,,,0.0,,1750.0,678.0,,10.0,,,117.0,,,2102.0
2015-03-11,106.0,,,,,,,,,,,,,960.0,,28.0,,45592.0,,86.0,,,,,,,0.0,,1621.0,653.0,,2.0,,,225.0,,,2319.0
2015-03-12,46.0,,,,,,,,,,,,,1310.0,,24.0,,67210.0,,77.0,,,,,,,0.0,,792.0,509.0,,4.0,,,34.0,,,2438.0
2015-03-13,119.0,,,,,,,,,,,,,158.0,,11.0,,114422.0,,89.0,,,,,,,0.0,,804.0,442.0,,5.0,,,29.0,,,1985.0
2015-03-14,43.0,,,,,,,,,,,,,115.0,,8.0,,142003.0,,50.0,,,,,,,0.0,,1113.0,428.0,,2.0,,,50.0,,,1227.0
2015-03-15,73.0,,,,,,,,,,,,,59.0,,24.0,,204319.0,,62.0,,,,,,,0.0,,1044.0,789.0,,4.0,,,31.0,,,1191.0
2015-03-16,58.0,,,,,,,,,,,,,55.0,,21.0,,288618.0,,135.0,,,,,,,0.0,,859.0,711.0,,0.0,,,78.0,,,1663.0
2015-03-17,92.0,,,,,,,,,,,,,109.0,,16.0,,97950.0,,63.0,,,,,,,0.0,,1219.0,599.0,,0.0,,,49.0,,,2345.0
2015-03-18,75.0,,,,,,,,,,,,,98.0,,22.0,,83548.0,,178.0,,,,,,,0.0,,1577.0,675.0,,4.0,,,45.0,,,2436.0
2015-03-19,115.0,,,,,,,,,,,,,82.0,,35.0,,39776.0,,321.0,,,,,,,0.0,,1466.0,529.0,,0.0,,,418.0,,,1987.0
2015-03-20,81.0,,,,,,,,,,,,,127.0,,29.0,,29746.0,,185.0,,,,,,,0.0,,1028.0,715.0,,4.0,,,340.0,,,2123.0
2015-03-21,99.0,,,,,,,,,,,,,405.0,,31.0,,82098.0,,179.0,,,,,,,0.0,,1092.0,518.0,,0.0,,,125.0,,,1030.0
2015-03-22,99.0,,,,,,,,,,,,,775.0,,31.0,,113381.0,,192.0,,,,,,,0.0,,531.0,345.0,,1.0,,,101.0,,,1261.0
2015-03-23,113.0,,,,,,,,,,,,,338.0,,22.0,,68610.0,,184.0,,,,,,,0.0,,1375.0,582.0,,0.0,,,59.0,,,2325.0
2015-03-24,87.0,,,,,,,,,,,,,53.0,,13.0,,46925.0,,268.0,,,,,,,0.0,,1299.0,461.0,,4.0,,,29.0,,,2107.0
2015-03-25,75.0,,,,,,,,,,,,,69.0,,5.0,,69469.0,,220.0,,,,,,,0.0,,2855.0,779.0,,2.0,,,31.0,,,1948.0
2015-03-26,17.0,,,,,,,,,,,,,302.0,,4.0,,86246.0,,329.0,,,,,,,0.0,,837.0,495.0,,5.0,,,88.0,,,1273.0
2015-03-27,59.0,,,,,,,,,,,,,354.0,,5.0,,143087.0,,331.0,,,,,,,0.0,,720.0,623.0,,3.0,,,200.0,,,1544.0
2015-03-28,15.0,,,,,,,,,,,,,0.0,,0.0,,106956.0,,172.0,,,,,,,0.0,,1477.0,1089.0,,0.0,,,195.0,,,1053.0
2015-03-29,43.0,,,,,,,,,,,,,15.0,,9.0,,172213.0,,143.0,,,,,,,0.0,,1496.0,259.0,,4.0,,,149.0,,,1175.0
2015-03-30,26.0,,,,,,,,,,,,,132.0,,16.0,,159372.0,,34.0,,,,,,,0.0,,1424.0,628.0,,2.0,,,64.0,,,3008.0
2015-03-31,69.0,,,,,,,,,,,,,76.0,,22.0,,11893.0,,236.0,,,,,,,0.0,,1283.0,546.0,,0.0,,,135.0,,,1168.0
2015-04-01,2.0,,,,,,,,,,,,,276.0,,28.0,,189450.0,,168.0,,,,,,,0.0,,1456.0,727.0,,0.0,,,108.0,,,1726.0
2015-04-02,39.0,,,,,,,,,,,,,151.0,,21.0,,176738.0,,254.0,,,,,,,0.0,,1303.0,382.0,,0.0,,,91.0,,,2530.0
2015-04-03,55.0,,,,,,,,,,,,,279.0,,5.0,,208988.0,,184.0,,,,,,,0.0,,1658.0,4341.0,,0.0,,,94.0,,,2521.0
2015-04-04,83.0,,,,,,,,,,,,,620.0,,6.0,,177413.0,,252.0,,,,,,,0.0,,1192.0,6487.0,,0.0,,,115.0,,,1036.0
2015-04-05,17.0,,,,,,,,,,,,,112.0,,5.0,,141638.0,,257.0,,,,,,,0.0,,582.0,420.0,,0.0,,,34.0,,,1256.0
2015-04-06,74.0,,,,,,,,,,,,,773.0,,6.0,,138028.0,,284.0,,,,,,,0.0,,1265.0,457.0,,0.0,,,44.0,,,2033.0
2015-04-07,31.0,,,,,,,,,,,,,321.0,,5.0,,168827.0,,442.0,,,,,,,0.0,,1177.0,499.0,,0.0,,,31.0,,,3052.0
2015-04-08,130.0,,,,,,,,,,,,,147.0,,5.0,,98670.0,,277.0,,,,,,,0.0,,1454.0,554.0,,0.0,,,14.0,,,2223.0
2015-04-09,183.0,,,,,,,,,,,,,88.0,,2.0,,158830.0,,471.0,,,,,,,0.0,,1622.0,454.0,,0.0,,,18.0,,,1528.0
2015-04-10,162.0,,,,,,,,,,,,,69.0,,7.0,,113482.0,,155.0,,,,,,,0.0,,1572.0,761.0,,0.0,,,70.0,,,1692.0
2015-04-11,177.0,,,,,,,,,,,,,191.0,,6.0,,98802.0,,284.0,,,,,,,0.0,,841.0,349.0,,0.0,,,25.0,,,1489.0
2015-04-12,72.0,,,,,,,,,,,,,39.0,,6.0,,60829.0,,406.0,,,,,,,0.0,,460.0,436.0,,0.0,,,18.0,,,1041.0
2015-04-13,74.0,,,,,,,,,,,,,247.0,,6.0,,63261.0,,489.0,,,,,,,0.0,,1208.0,1697.0,,0.0,,,110.0,,,1932.0
2015-04-14,82.0,,,,,,,,,,,,,816.0,,6.0,,58579.0,,90.0,,,,,,,0.0,,979.0,825.0,,0.0,,,296.0,,,1775.0
2015-04-15,60.0,,,,,,,,,,,,,48.0,,4.0,,74498.0,,133.0,,,,,,,0.0,,815.0,766.0,,0.0,,,88.0,,,1554.0
2015-04-16,105.0,,,,,,,,,,,,,25.0,,6.0,,61481.0,,142.0,,,,,,,0.0,,1468.0,605.0,,0.0,,,105.0,,,2680.0
2015-04-17,55.0,,,,,,,,,,,,,24.0,,4.0,,28898.0,,192.0,,,,,,,0.0,,924.0,529.0,,0.0,,,92.0,,,2248.0
2015-04-18,48.0,,,,,,,,,,,,,0.0,,0.0,,36744.0,,166.0,,,,,,,0.0,,608.0,332.0,,0.0,,,70.0,,,1374.0
2015-04-19,49.0,,,,,,,,,,,,,0.0,,0.0,,106999.0,,277.0,,,,,,,0.0,,652.0,242.0,,4.0,,,43.0,,,1205.0
2015-04-20,114.0,,,,,,,,,,,,,8.0,,1.0,,89622.0,,151.0,,,,,,,0.0,,1435.0,453.0,,0.0,,,67.0,,,2994.0
2015-04-21,92.0,,,,,,,,,,,,,114.0,,7.0,,36090.0,,142.0,,,,,,,0.0,,1455.0,458.0,,0.0,,,90.0,,,3560.0
2015-04-22,100.0,,,,,,,,,,,,,125.0,,4.0,,48459.0,,220.0,,,,,,,0.0,,1166.0,441.0,,0.0,,,61.0,,,170.0
2015-04-23,99.0,,,,,,,,,,,,,132.0,,4.0,,57631.0,,229.0,,,,,,,0.0,,1195.0,902.0,,0.0,,,52.0,,,4106.0
2015-04-24,51.0,,,,,,,,,,,,,114.0,,4.0,,51445.0,,234.0,,,,,,,0.0,,1200.0,611.0,,0.0,,,57.0,,,3953.0
2015-04-25,11.0,,,,,,,,,,,,,126.0,,4.0,,74580.0,,52.0,,,,,,,0.0,,601.0,821.0,,0.0,,,84.0,,,1327.0
2015-04-26,35.0,,,,,,,,,,,,,416.0,,4.0,,59810.0,,0.0,,,,,,,0.0,,1156.0,585.0,,0.0,,,68.0,,,2418.0
2015-04-27,30.0,,,,,,,,,,,,,1378.0,,4.0,,21148.0,,41.0,,,,,,,0.0,,1938.0,410.0,,0.0,,,93.0,,,4830.0
2015-04-28,72.0,,,,,,,,,,,,,939.0,,4.0,,10786.0,,142.0,,,,,,,0.0,,1266.0,275.0,,0.0,,,80.0,,,1613.0
2015-04-29,33.0,,,,,,,,,,,,,1529.0,,4.0,,63964.0,,85.0,,,,,,,0.0,,868.0,284.0,,0.0,,,27.0,,,2778.0
2015-04-30,43.0,,,,,,,,,,,,,2725.0,,4.0,,101610.0,,110.0,,,,,,,0.0,,585.0,232.0,,0.0,,,39.0,,,2943.0
2015-05-01,31.0,,,,,,,,,,,,,17.0,,6.0,,213651.0,,200.0,,,,,,,0.0,,763.0,0.0,,0.0,,,38.0,,,2406.0
2015-05-02,39.0,,,,,,,,,,,,,90.0,,4.0,,155738.0,,186.0,,,,,,,0.0,,551.0,0.0,,1.0,,,35.0,,,861.0
2015-05-03,30.0,,,,,,,,,,,,,716.0,,4.0,,83583.0,,181.0,,,,,,,0.0,,1025.0,0.0,,0.0,,,26.0,,,1116.0
2015-05-04,88.0,,,,,,,,,,,,,1760.0,,2.0,,156797.0,,224.0,,,,,,,0.0,,976.0,0.0,,2.0,,,51.0,,,3050.0
2015-05-05,42.0,,,,,,,,,,,,,3302.0,,3.0,,34768.0,,156.0,,,,,,,0.0,,1102.0,0.0,,1.0,,,57.0,,,2666.0
2015-05-06,78.0,,,,,,,,,,,,,2172.0,,4.0,,72615.0,,177.0,,,,,,,0.0,,1093.0,0.0,,0.0,,,54.0,,,2665.0
2015-05-07,56.0,,,,,,,,,,,,,2819.0,,5.0,,96526.0,,183.0,,,,,,,0.0,,829.0,0.0,,3.0,,,340.0,,,3019.0
2015-05-08,69.0,,,,,,,,,,,,,3052.0,,6.0,,99386.0,,157.0,,,,,,,0.0,,1246.0,0.0,,0.0,,,0.0,,,3116.0
2015-05-09,20.0,,,,,,,,,,,,,95.0,,3.0,,91919.0,,34.0,,,,,,,0.0,,347.0,0.0,,0.0,,,0.0,,,3651.0
2015-05-10,143.0,,,,,,,,,,,,,1332.0,,1.0,,147972.0,,5.0,,,,,,,0.0,,335.0,0.0,,0.0,,,0.0,,,2289.0
2015-05-11,49.0,,,,,,,,,,,,,17.0,,0.0,,144179.0,,107.0,,,,,,,1.0,,408.0,0.0,,0.0,,,253.0,,,4598.0
2015-05-12,237.0,,,,,,,,,,,,,2405.0,,0.0,,98338.0,,38.0,,,,,,,0.0,,297.0,0.0,,0.0,,,158.0,,,3578.0
2015-05-13,106.0,,,,,,,,,,,,,570.0,,0.0,,134135.0,,92.0,,,,,,,92.0,,1775.0,0.0,,0.0,,,82.0,,,2863.0
2015-05-14,71.0,,,,,,,,,,,,,1962.0,,0.0,,129058.0,,127.0,,,,,,,955.0,,1285.0,0.0,,0.0,,,67.0,,,2931.0
2015-05-15,75.0,,,,,,,,,,,,,1151.0,,0.0,,115151.0,,144.0,,,,,,,1533.0,,411.0,0.0,,0.0,,,57.0,,,4508.0
2015-05-16,49.0,,,,,,,,,,,,,310.0,,0.0,,91029.0,,34.0,,,,,,,714.0,,283.0,0.0,,0.0,,,41.0,,,350.0
2015-05-17,18.0,,,,,,,,,,,,,2910.0,,0.0,,95152.0,,48.0,,,,,,,669.0,,395.0,0.0,,0.0,,,38.0,,,958.0
2015-05-18,104.0,,,,,,,,,,,,,2097.0,,0.0,,99966.0,,55.0,,,,,,,1360.0,,869.0,0.0,,0.0,,,42.0,,,2801.0
2015-05-19,43.0,,,,,,,,,,,,,2499.0,,0.0,,61107.0,,179.0,,,,,,,1273.0,,587.0,0.0,,0.0,,,79.0,,,3097.0
2015-05-20,191.0,,,,,,,,,,,,,1020.0,,0.0,,237120.0,,89.0,,,,,,,1532.0,,712.0,0.0,,0.0,,,64.0,,,2547.0
2015-05-21,191.0,,,,,,,,,,,,,1793.0,,0.0,,174408.0,,73.0,,,,,,,848.0,,1067.0,0.0,,0.0,,,119.0,,,3064.0
2015-05-22,75.0,,,,,,,,,,,,,853.0,,0.0,,90152.0,,125.0,,,,,,,1002.0,,1229.0,0.0,,0.0,,,86.0,,,2411.0
2015-05-23,191.0,,,,,,,,,,,,,31.0,,0.0,,57976.0,,184.0,,,,,,,483.0,,589.0,0.0,,0.0,,,46.0,,,834.0
2015-05-24,105.0,,,,,,,,,,,,,514.0,,0.0,,95674.0,,79.0,,,,,,,410.0,,1005.0,0.0,,0.0,,,27.0,,,1036.0
2015-05-25,14.0,,,,,,,,,,,,,1737.0,,0.0,,102979.0,,25.0,,,,,,,678.0,,915.0,0.0,,0.0,,,65.0,,,2859.0
2015-05-26,128.0,,,,,,,,,,,,,880.0,,0.0,,51063.0,,133.0,,,,,,,944.0,,1098.0,0.0,,0.0,,,73.0,,,3244.0
2015-05-27,132.0,,,,,,,,,,,,,1888.0,,0.0,,79494.0,,119.0,,,,,,,1029.0,,1113.0,0.0,,0.0,,,85.0,,,2971.0
2015-05-28,127.0,,,,,,,,,,,,,3337.0,,0.0,,121960.0,,105.0,,,,,,,1075.0,,1272.0,0.0,,0.0,,,87.0,,,3179.0
2015-05-29,94.0,,,,,,,,,,,,,2437.0,,0.0,,69259.0,,74.0,,,,,,,1111.0,,1532.0,0.0,,0.0,,,114.0,,,2784.0
2015-05-30,105.0,,,,,,,,,,,,,2037.0,,0.0,,66929.0,,18.0,,,,,,,584.0,,375.0,0.0,,0.0,,,46.0,,,1002.0
2015-05-31,94.0,,,,,,,,,,,,,809.0,,0.0,,99916.0,,38.0,,,,,,,733.0,,402.0,0.0,,0.0,,,24.0,,,1679.0
2015-06-01,105.0,,,,,,,,,,,,,6065.0,,0.0,,95465.0,,98.0,,,,,,,1170.0,,579.0,0.0,,0.0,,,80.0,,,3719.0
2015-06-02,111.0,,,,,,,,,,,,,3150.0,,0.0,,77842.0,,71.0,,,,,,,1627.0,,420.0,0.0,,0.0,,,30.0,,,1734.0
2015-06-03,145.0,,,,,,,,,,,,,4232.0,,0.0,,127620.0,,264.0,,,,,,,2012.0,,933.0,0.0,,0.0,,,248.0,,,3979.0
2015-06-04,93.0,,,,,,,,,,,,,1761.0,,0.0,,117192.0,,228.0,,,,,,,1314.0,,1106.0,0.0,,0.0,,,493.0,,,3443.0
2015-06-05,148.0,,,,,,,,,,,,,3571.0,,0.0,,70418.0,,203.0,,,,,,,1430.0,,1077.0,0.0,,0.0,,,1005.0,,,3278.0
2015-06-06,49.0,,,,,,,,,,,,,3271.0,,0.0,,48851.0,,91.0,,,,,,,879.0,,2690.0,0.0,,0.0,,,348.0,,,944.0
2015-06-07,124.0,,,,,,,,,,,,,528.0,,0.0,,148242.0,,40.0,,,,,,,894.0,,2656.0,0.0,,0.0,,,67.0,,,1263.0
2015-06-08,118.0,,,,,,,,,,,,,108.0,,0.0,,245319.0,,153.0,,,,,,,1314.0,,2358.0,0.0,,0.0,,,101.0,,,2159.0
2015-06-09,105.0,,,,,,,,,,,,,82.0,,0.0,,186675.0,,197.0,,,,,,,1020.0,,1262.0,0.0,,0.0,,,134.0,,,1944.0
